job_id,hidden_cluster,hidden_start,duration
job_000,cluster_p100,11,4
job_001,cluster_v100m32,10,3
job_002,cluster_g2,13,3
job_003,cluster_t4,11,4
job_004,cluster_p100,3,1
job_005,cluster_p100,8,3
job_006,cluster_t4,2,4
job_007,cluster_t4,0,2
job_008,cluster_t4,8,1
job_009,cluster_p100,4,4
job_010,cluster_g2,5,2
job_011,cluster_g2,7,3
job_012,cluster_g2,10,3
job_013,cluster_t4,0,3
job_014,cluster_t4,9,4
job_015,cluster_g2,7,3
job_016,cluster_p100,15,1
job_017,cluster_g2,3,1
job_018,cluster_g2,1,2
job_019,cluster_p100,2,2
job_020,cluster_p100,0,3
job_021,cluster_v100m32,7,3
job_022,cluster_t4,3,4
job_023,cluster_g2,2,1
job_024,cluster_g2,3,2
job_025,cluster_v100m32,3,4
job_026,cluster_t4,14,2
job_027,cluster_p100,9,2
job_028,cluster_g2,14,2
job_029,cluster_g2,0,2
job_030,cluster_t4,1,3
job_031,cluster_v100m32,0,3
job_032,cluster_t4,15,1
job_033,cluster_t4,13,2
job_034,cluster_g2,0,2
job_035,cluster_g2,4,1
job_036,cluster_v100m32,13,3
job_037,cluster_t4,9,2
job_038,cluster_g2,5,2
job_039,cluster_t4,7,1
job_040,cluster_t4,4,3
job_041,cluster_g2,0,1
job_042,cluster_g2,13,1
job_043,cluster_p100,5,3
job_044,cluster_p100,13,2
job_045,cluster_p100,8,1
job_046,cluster_t4,9,2
job_047,cluster_v100m32,0,3
