job_id,hidden_cluster,hidden_start,duration
job_000,cluster_p100,0,3
job_001,cluster_p100,15,1
job_002,cluster_g2,4,2
job_003,cluster_g2,9,3
job_004,cluster_g2,15,1
job_005,cluster_g2,7,3
job_006,cluster_t4,3,3
job_007,cluster_t4,11,2
job_008,cluster_v100m32,2,4
job_009,cluster_g2,12,1
job_010,cluster_t4,12,4
job_011,cluster_t4,3,2
job_012,cluster_p100,4,2
job_013,cluster_g2,5,1
job_014,cluster_t4,0,1
job_015,cluster_p100,9,2
job_016,cluster_p100,11,4
job_017,cluster_p100,6,3
job_018,cluster_g2,10,2
job_019,cluster_t4,8,1
job_020,cluster_v100m32,14,1
job_021,cluster_g2,3,1
job_022,cluster_v100m32,8,2
job_023,cluster_v100m32,10,3
job_024,cluster_g2,1,2
job_025,cluster_g2,4,3
job_026,cluster_g2,0,1
job_027,cluster_t4,1,1
job_028,cluster_g2,14,1
job_029,cluster_g2,13,2
job_030,cluster_g2,6,3
job_031,cluster_t4,0,1
job_032,cluster_t4,6,2
job_033,cluster_t4,9,2
job_034,cluster_g2,13,1
job_035,cluster_t4,14,2
job_036,cluster_g2,3,2
job_037,cluster_p100,11,3
job_038,cluster_t4,1,2
job_039,cluster_p100,3,1
job_040,cluster_v100m32,6,2
job_041,cluster_t4,2,1
job_042,cluster_v100m32,0,2
job_043,cluster_t4,0,2
job_044,cluster_p100,4,1
job_045,cluster_v100m32,14,2
job_046,cluster_v100m32,13,1
job_047,cluster_g2,3,1
job_048,cluster_t4,5,1
job_049,cluster_p100,6,3
job_050,cluster_v100m32,0,2
job_051,cluster_g2,12,1
job_052,cluster_v100m32,11,2
job_053,cluster_g2,15,1
job_054,cluster_g2,0,1
job_055,cluster_v100m32,4,3
job_056,cluster_t4,11,1
job_057,cluster_v100m32,15,1
job_058,cluster_p100,9,2
job_059,cluster_p100,5,1
