job_id,hidden_cluster,hidden_start,duration
job_000,cluster_g2,13,2
job_001,cluster_p100,11,3
job_002,cluster_t4,13,1
job_003,cluster_g2,11,2
job_004,cluster_g2,12,3
job_005,cluster_p100,8,3
job_006,cluster_t4,8,4
job_007,cluster_g2,3,3
job_008,cluster_g2,8,2
job_009,cluster_v100m32,12,4
job_010,cluster_p100,5,3
job_011,cluster_t4,14,2
job_012,cluster_t4,6,2
job_013,cluster_g2,7,3
job_014,cluster_g2,6,1
job_015,cluster_p100,14,1
job_016,cluster_t4,3,2
job_017,cluster_v100m32,9,1
job_018,cluster_p100,4,4
job_019,cluster_t4,4,4
job_020,cluster_p100,0,4
job_021,cluster_v100m32,1,2
job_022,cluster_g2,0,1
job_023,cluster_g2,4,4
job_024,cluster_g2,8,1
job_025,cluster_g2,0,2
job_026,cluster_g2,2,4
job_027,cluster_g2,14,1
job_028,cluster_t4,13,3
job_029,cluster_g2,1,2
job_030,cluster_g2,9,3
job_031,cluster_g2,6,2
job_032,cluster_t4,3,1
job_033,cluster_v100m32,4,1
job_034,cluster_v100m32,6,2
job_035,cluster_v100m32,10,2
job_036,cluster_t4,0,3
job_037,cluster_t4,0,3
job_038,cluster_g2,5,3
job_039,cluster_v100m32,3,2
job_040,cluster_g2,0,4
job_041,cluster_g2,10,1
job_042,cluster_g2,14,2
job_043,cluster_g2,15,1
job_044,cluster_g2,10,1
job_045,cluster_p100,2,1
job_046,cluster_g2,3,2
job_047,cluster_t4,0,2
job_048,cluster_p100,0,2
job_049,cluster_t4,0,4
job_050,cluster_p100,11,3
job_051,cluster_p100,10,1
job_052,cluster_g2,13,1
job_053,cluster_v100m32,5,1
job_054,cluster_p100,8,2
job_055,cluster_t4,14,1
job_056,cluster_g2,13,1
job_057,cluster_v100m32,3,1
job_058,cluster_v100m32,8,1
job_059,cluster_v100m32,9,3
