hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
1,0.01,1.2,0.00075,0.010750000000000001,0.0129,0.0129,0.0,0.0,0.0,0.0129,65.0
2,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
3,0.01,1.2,0.0009500000000000001,0.01095,0.01314,0.01314,0.0,0.0,0.0,0.01314,65.0
4,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
5,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
6,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
7,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
8,0.01,1.2,0.00092,0.010920000000000001,0.013104000000000001,0.013104000000000001,0.0,0.0,0.0,0.013104000000000001,65.0
9,0.01,1.2,0.0012000000000000001,0.0112,0.01344,0.01344,0.0,0.0,0.0,0.01344,65.0
10,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
11,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
12,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
13,0.01,1.2,0.0011,0.0111,0.01332,0.01332,0.0,0.0,0.0,0.01332,65.0
14,0.01,1.2,0.0008500000000000001,0.01085,0.01302,0.01302,0.0,0.0,0.0,0.01302,65.0
15,0.01,1.2,0.0008500000000000001,0.01085,0.01302,0.01302,0.0,0.0,0.0,0.01302,65.0
16,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.0,0.0,0.0,0.0123,65.0
17,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.0,0.0,0.0,0.0123,65.0
18,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.0,0.0,0.0,0.0123,65.0
19,0.01,1.2,0.00054,0.010540000000000002,0.012648000000000001,0.012648000000000001,0.0,0.0,0.0,0.012648,65.0
20,0.01,1.2,0.00014,0.010140000000000001,0.012168000000000002,0.012168000000000002,0.0,0.0,0.0,0.012168,65.0
21,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.0,0.0,0.0,0.012084000000000001,65.0
22,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.0,0.0,0.0,0.012084000000000001,65.0
23,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.0,0.0,0.0,0.012084000000000001,65.0
24,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.0,0.0,0.0,0.012084000000000001,85.0
25,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.005,0.005,0.0,0.007084,85.0
26,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.01,0.01,0.0,0.002084,85.0
27,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.016,0.012084000000000001,0.003915999999999999,0.0,85.0
28,0.01,1.2,0.00029,0.010290000000000002,0.012348000000000001,0.012348000000000001,0.021,0.012348,0.008652000000000002,0.0,85.0
29,0.01,1.2,0.00020999999999999998,0.010210000000000002,0.012252000000000002,0.012252000000000002,0.026,0.012252,0.013747999999999998,0.0,85.0
30,0.01,1.2,0.00074,0.010740000000000001,0.012888000000000002,0.012888000000000002,0.031,0.012888,0.018112,0.0,85.0
31,0.01,1.2,0.00074,0.010740000000000001,0.012888000000000002,0.012888000000000002,0.035,0.012888,0.022112000000000003,0.0,85.0
32,0.01,1.2,0.0004599999999999999,0.010460000000000002,0.012552000000000002,0.012552000000000002,0.04,0.012552,0.027448,0.0,85.0
33,0.01,1.2,0.00038999999999999994,0.010390000000000002,0.012468000000000002,0.012468000000000002,0.044,0.012468,0.031532,0.0,85.0
34,0.01,1.2,0.00039999999999999996,0.010400000000000001,0.01248,0.01248,0.049,0.01248,0.036520000000000004,0.0,85.0
35,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.053,0.0123,0.0407,0.0,85.0
36,0.01,1.2,0.0,0.01,0.012,0.012,0.057,0.012,0.045,0.0,85.0
37,0.01,1.2,0.0,0.01,0.012,0.012,0.06,0.012,0.048,0.0,85.0
38,0.01,1.2,0.0,0.01,0.012,0.012,0.063,0.012,0.051000000000000004,0.0,85.0
39,0.01,1.2,0.0,0.01,0.012,0.012,0.067,0.012,0.05500000000000001,0.0,85.0
40,0.01,1.2,0.0,0.01,0.012,0.012,0.069,0.012,0.05700000000000001,0.0,85.0
41,0.01,1.2,0.0,0.01,0.012,0.012,0.072,0.012,0.06,0.0,85.0
42,0.01,1.2,0.0,0.01,0.012,0.012,0.074,0.012,0.062,0.0,85.0
43,0.01,1.2,0.0,0.01,0.012,0.012,0.076,0.012,0.064,0.0,85.0
44,0.01,1.2,0.0,0.01,0.012,0.012,0.077,0.012,0.065,0.0,85.0
45,0.01,1.2,0.0,0.01,0.012,0.012,0.078,0.012,0.066,0.0,85.0
46,0.01,1.2,0.00035,0.01035,0.01242,0.01242,0.079,0.01242,0.06658,0.0,85.0
47,0.01,1.2,0.00095,0.01095,0.01314,0.01314,0.08,0.01314,0.06686,0.0,85.0
48,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.08,0.01272,0.06728,0.0,85.0
49,0.01,1.2,0.0,0.01,0.012,0.012,0.08,0.012,0.068,0.0,85.0
50,0.01,1.2,7e-05,0.01007,0.012084000000000001,0.012084000000000001,0.079,0.012084000000000001,0.066916,0.0,85.0
51,0.01,1.2,0.0,0.01,0.012,0.012,0.078,0.012,0.066,0.0,85.0
52,0.01,1.2,0.0,0.01,0.012,0.012,0.077,0.012,0.065,0.0,85.0
53,0.01,1.2,0.0,0.01,0.012,0.012,0.076,0.012,0.064,0.0,85.0
54,0.01,1.2,0.0,0.01,0.012,0.012,0.074,0.012,0.062,0.0,85.0
55,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.072,0.0123,0.059699999999999996,0.0,85.0
56,0.01,1.2,0.0,0.01,0.012,0.012,0.069,0.012,0.05700000000000001,0.0,85.0
57,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.067,0.012384000000000001,0.054616000000000005,0.0,85.0
58,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.063,0.012804000000000001,0.050196,0.0,85.0
59,0.01,1.2,0.00039,0.010390000000000002,0.012468000000000002,0.012468000000000002,0.06,0.012468,0.047532,0.0,85.0
60,0.01,1.2,0.00054,0.010540000000000002,0.012648000000000001,0.012648000000000001,0.057,0.012648,0.044352,0.0,85.0
61,0.01,1.2,0.0007199999999999999,0.010720000000000002,0.012864,0.012864,0.053,0.012864,0.040136,0.0,85.0
62,0.01,1.2,0.00021999999999999998,0.010220000000000002,0.012264,0.012264,0.049,0.012264,0.036736000000000005,0.0,85.0
63,0.01,1.2,0.00021999999999999998,0.010220000000000002,0.012264,0.012264,0.044,0.012264,0.031736,0.0,85.0
64,0.01,1.2,0.00015,0.010150000000000001,0.01218,0.01218,0.04,0.01218,0.02782,0.0,85.0
