job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_restricted,combinatorial_difficulty,4,0.00032587290810200267,0,7,G2,1,7.266481818662811,41.17606245296581
job_001,gpu_unrestricted,combinatorial_difficulty,2,0.0010618734087401078,3,14,,3,20.415756159380145,168.36032006235808
job_002,gpu_unrestricted,combinatorial_difficulty,3,0.00024414119361315493,1,9,,1,7.755084459460731,49.731775146198
job_003,gpu_restricted,combinatorial_difficulty,3,6.82711690294173e-05,2,8,T4,1,9.27435411650039,52.47196543912951
job_004,gpu_restricted,combinatorial_difficulty,1,0.00032302585282759154,5,11,G2,1,8.65158393634698,55.633187941603566
job_005,gpu_restricted,combinatorial_difficulty,4,6.513333232411865e-05,3,6,T4,1,8.415347876253497,44.0226789091356
job_006,gpu_unrestricted,combinatorial_difficulty,4,0.0006892438026015756,4,7,,3,24.564013307117158,154.9200694020461
job_007,gpu_unrestricted,combinatorial_difficulty,2,0.00023121017516180404,2,9,,1,7.729317043415439,42.54678443786208
job_008,gpu_unrestricted,combinatorial_difficulty,3,0.0002659737595229218,2,9,,1,8.977287484826368,44.11113589221082
job_009,gpu_unrestricted,combinatorial_difficulty,3,0.00026757290868277924,0,7,,1,6.636235889340481,52.7088481496253
job_010,gpu_unrestricted,combinatorial_difficulty,2,0.0003295996937194371,1,10,,1,9.22386201058025,47.53643723547574
job_011,gpu_unrestricted,combinatorial_difficulty,3,0.00024851693238210187,1,9,,1,7.898827740683645,45.565946725857735
job_012,gpu_unrestricted,combinatorial_difficulty,3,0.0003152550964231379,4,10,,1,8.3007170526662,54.2491625393229
job_013,gpu_unrestricted,combinatorial_difficulty,3,0.00023335480751407477,4,7,,1,7.819144650257609,55.211059233852396
job_014,gpu_restricted,combinatorial_difficulty,2,0.0002632002463490367,4,8,V100M32,1,6.99535519454737,51.7713302643443
job_015,gpu_unrestricted,combinatorial_difficulty,4,0.00024256478678110778,4,11,,1,6.536345957076626,50.46691600652514
