cluster_id,cluster_role,gpu_type,hour,cluster_load,capacity,cluster_gpu_load,gpu_capacity,cluster_cpu_load,cpu_capacity,cluster_memory_load,memory_capacity_gb
cluster_g2,small_gpu_type_pool,G2,0,0.0012068937917063692,0.0014,4.0,4,31.75443003214554,32.0,164.60802390841621,192.0
cluster_g2,small_gpu_type_pool,G2,1,0.0008471315590098897,0.0014,3.0,4,24.362464103176897,32.0,122.86717889737571,192.0
cluster_g2,small_gpu_type_pool,G2,2,0.0008644636112562078,0.0014,4.0,4,30.58230948320694,32.0,191.98251946834517,192.0
cluster_g2,small_gpu_type_pool,G2,3,0.0011403433563252018,0.0014,4.0,4,31.919612225068878,32.0,188.44014957301954,192.0
cluster_g2,small_gpu_type_pool,G2,4,0.0009571690550011292,0.0014,4.0,4,30.7704489468559,32.0,181.32915313859093,192.0
cluster_g2,small_gpu_type_pool,G2,5,0.0012219959074028666,0.0014,4.0,4,31.901484817229722,32.0,181.06091383631488,192.0
cluster_g2,small_gpu_type_pool,G2,6,0.001385768718703458,0.0014,4.0,4,31.535136558606798,32.0,189.4479378187104,192.0
cluster_g2,small_gpu_type_pool,G2,7,0.0006892438026015756,0.0014,3.0,4,24.564013307117158,32.0,154.9200694020461,192.0
cluster_g2,small_gpu_type_pool,G2,8,0.0006892438026015756,0.0014,3.0,4,24.564013307117158,32.0,154.9200694020461,192.0
cluster_g2,small_gpu_type_pool,G2,9,0.0006892438026015756,0.0014,3.0,4,24.564013307117158,32.0,154.9200694020461,192.0
cluster_g2,small_gpu_type_pool,G2,10,0.0006892438026015756,0.0014,3.0,4,24.564013307117158,32.0,154.9200694020461,192.0
cluster_g2,small_gpu_type_pool,G2,11,0.0008093995682833848,0.0014,3.0,4,26.22039368537513,32.0,137.189470402738,192.0
cluster_g2,small_gpu_type_pool,G2,12,0.0008540288373373535,0.0014,3.0,4,25.445949793787747,32.0,142.940904412488,192.0
cluster_g2,small_gpu_type_pool,G2,13,0.0004188395591281563,0.0014,3.0,4,24.21009135294929,32.0,131.35666854064883,192.0
cluster_g2,small_gpu_type_pool,G2,14,0.0010618734087401078,0.0014,3.0,4,20.415756159380145,32.0,168.36032006235808,192.0
cluster_g2,small_gpu_type_pool,G2,15,0.0010618734087401078,0.0014,3.0,4,20.415756159380145,32.0,168.36032006235808,192.0
cluster_t4,small_gpu_type_pool,T4,0,0.00026757290868277924,0.00028000000000000003,1.0,4,6.636235889340481,32.0,52.7088481496253,192.0
cluster_t4,small_gpu_type_pool,T4,1,0.00026757290868277924,0.00028000000000000003,1.0,4,6.636235889340481,32.0,52.7088481496253,192.0
cluster_t4,small_gpu_type_pool,T4,2,0.00026757290868277924,0.00028000000000000003,1.0,4,6.636235889340481,32.0,52.7088481496253,192.0
cluster_t4,small_gpu_type_pool,T4,3,0.00020173431322575373,0.00028000000000000003,3.0,4,24.709697377051146,32.0,130.52622831983936,192.0
cluster_t4,small_gpu_type_pool,T4,4,0.00027847732267236025,0.00028000000000000003,4.0,4,30.524453888607532,32.0,185.07322994001183,192.0
cluster_t4,small_gpu_type_pool,T4,5,0.00027777546806620886,0.00028000000000000003,4.0,4,30.79280930944413,32.0,176.1681338079228,192.0
cluster_t4,small_gpu_type_pool,T4,6,0.0002788190907071669,0.00028000000000000003,4.0,4,30.427526935835004,32.0,178.7511986063445,192.0
cluster_t4,small_gpu_type_pool,T4,7,0.0002779470470094432,0.00028000000000000003,4.0,4,30.389595840708473,32.0,186.0563354457605,192.0
cluster_t4,small_gpu_type_pool,T4,8,0.0002172641700048785,0.00028000000000000003,3.0,4,25.178700869559407,32.0,139.94558916060262,192.0
cluster_t4,small_gpu_type_pool,T4,9,0.00027877962866942234,0.00028000000000000003,4.0,4,30.9090529785408,32.0,182.9848216461363,192.0
cluster_t4,small_gpu_type_pool,T4,10,0.00027877962866942234,0.00028000000000000003,4.0,4,30.9090529785408,32.0,182.9848216461363,192.0
cluster_t4,small_gpu_type_pool,T4,11,0.00024256478678110778,0.00028000000000000003,1.0,4,6.536345957076626,32.0,50.46691600652514,192.0
cluster_t4,small_gpu_type_pool,T4,12,0.00024256478678110778,0.00028000000000000003,1.0,4,6.536345957076626,32.0,50.46691600652514,192.0
cluster_t4,small_gpu_type_pool,T4,13,0.00024256478678110778,0.00028000000000000003,1.0,4,6.536345957076626,32.0,50.46691600652514,192.0
cluster_t4,small_gpu_type_pool,T4,14,0.00024256478678110778,0.00028000000000000003,1.0,4,6.536345957076626,32.0,50.46691600652514,192.0
cluster_t4,small_gpu_type_pool,T4,15,6.98308243024833e-05,0.00028000000000000003,1.0,4,9.267490444532848,32.0,52.347275275065456,192.0
cluster_v100m32,small_gpu_type_pool,V100M32,0,0.0002542774922898793,0.0005,1.0,2,8.354268121570637,16.0,44.43448404569187,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,1,0.0002542774922898793,0.0005,1.0,2,8.354268121570637,16.0,44.43448404569187,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,2,0.000337001498774988,0.0005,2.0,2,15.522750803170837,16.0,83.14152048492724,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,3,0.0002659737595229218,0.0005,1.0,2,8.977287484826368,16.0,44.11113589221082,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,4,0.0002659737595229218,0.0005,1.0,2,8.977287484826368,16.0,44.11113589221082,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,5,0.0004926581259952567,0.0005,2.0,2,15.653912200144376,16.0,95.29772187205573,96.0
