job_id,category,workload_family,assigned_cluster,cluster_role,cluster_gpu_type,start_hour,duration,power,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
synthetic_00027,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,1,3,0.00025,,1,24.2,91.0
synthetic_00037,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,1,1,0.00015,,1,3.152,5.46875
synthetic_00045,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,1,15,0.00035,,1,11.908,46.0
synthetic_00052,training,training,cluster_v100m16,alibaba_gpu_type_pool,V100M16,1,2,0.00025,V100M16|V100M32,1,11.4,47.0
synthetic_00081,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,1,1,7e-05,,1,3.152,5.46875
synthetic_00091,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,1,1,0.00035,,1,8.0,29.8017578125
synthetic_00018,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,3,1,0.00035,,1,11.4,47.0
synthetic_00083,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,1,0.00025,,1,24.2,91.0
synthetic_00042,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,16,0.00025,,1,12.0,15.0
synthetic_00058,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,5,2,7e-05,T4,1,11.908,46.0
synthetic_00054,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,7,1,0.00025,,1,3.152,5.46875
synthetic_00002,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,8,7,0.00025,,1,11.908,46.0
synthetic_00017,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,8,1,0.00025,,1,4.0,29.8017578125
synthetic_00039,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,8,1,0.00035,G2,1,11.4,47.0
synthetic_00049,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,8,1,7e-05,T4,1,11.4,47.0
synthetic_00066,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,8,1,0.00025,,1,11.3,48.0
synthetic_00064,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,9,1,0.00025,P100,1,3.152,5.46875
synthetic_00078,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,9,1,0.00015,,1,11.908,46.0
synthetic_00005,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,10,1,7e-05,T4,1,3.152,5.46875
synthetic_00093,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,10,1,0.00025,,1,14.2,57.0
synthetic_00038,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,11,2,7e-05,,1,4.0,29.8017578125
synthetic_00007,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,12,4,0.00025,,1,8.0,29.8017578125
synthetic_00065,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,12,1,0.00035,,1,3.152,5.46875
synthetic_00063,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,13,2,7e-05,,1,11.908,46.0
synthetic_00051,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,15,2,0.00025,,1,11.4,47.0
synthetic_00056,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,15,1,0.00025,,1,11.3,48.0
synthetic_00096,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,15,1,0.00015,,1,8.0,29.8017578125
synthetic_00013,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,17,1,0.00015,,1,3.152,5.46875
synthetic_00084,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,18,1,7e-05,T4,1,3.152,5.46875
synthetic_00031,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,19,14,7e-05,T4,1,16.0,64.0
synthetic_00098,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,21,11,0.00025,,1,4.0,22.3515625
synthetic_00012,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,22,2,7e-05,T4,1,9.81,40.5859375
synthetic_00068,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,22,12,0.00035,G2,1,11.3,37.0
synthetic_00073,fine_tuning,fine_tuning,cluster_g3,alibaba_gpu_type_pool,G3,27,2,0.00035,G3,1,16.0,32.0
synthetic_00008,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,28,6,0.00025,,1,4.0,14.900390625
synthetic_00010,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,28,4,7e-05,,1,18.708,63.0
synthetic_00023,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,28,1,0.00035,,1,18.708,63.0
synthetic_00025,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,28,2,7e-05,T4,1,3.152,5.46875
synthetic_00028,fine_tuning,fine_tuning,cluster_g3,alibaba_gpu_type_pool,G3,28,1,0.00035,G3,1,11.908,46.0
synthetic_00076,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,28,2,0.00025,,1,11.908,46.0
synthetic_00015,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,29,1,0.00015,,1,9.81,40.5859375
synthetic_00048,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,29,2,7e-05,T4,1,11.908,46.0
synthetic_00069,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,29,1,0.00035,,1,3.152,5.46875
synthetic_00095,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,29,1,0.00025,,1,8.0,29.8017578125
synthetic_00097,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,29,1,7e-05,T4,1,8.0,29.8017578125
synthetic_00077,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,32,1,0.00025,P100|V100M16|V100M32,1,24.2,91.0
synthetic_00062,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,33,3,0.00025,P100|V100M16|V100M32,1,11.4,47.0
synthetic_00087,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,34,1,0.00025,,1,3.152,5.46875
synthetic_00090,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,36,1,0.00035,G2,1,11.3,48.0
synthetic_00079,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,38,1,7e-05,T4,1,11.3,48.0
synthetic_00046,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,40,1,0.00015,,1,3.152,5.46875
synthetic_00072,preprocessing,preprocessing,cluster_v100m32,alibaba_gpu_type_pool,V100M32,41,1,0.00025,,1,8.0,29.8017578125
synthetic_00085,preprocessing,preprocessing,cluster_v100m32,alibaba_gpu_type_pool,V100M32,41,1,7e-05,,1,11.3,48.0
