hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
1,0.01,1.2,0.00142,0.011420000000000001,0.013704000000000001,0.013704000000000001,0.0,0.0,0.0,0.013704000000000001,65.0
2,0.01,1.2,0.0008500000000000001,0.01085,0.01302,0.01302,0.0,0.0,0.0,0.01302,65.0
3,0.01,1.2,0.0009500000000000001,0.01095,0.01314,0.01314,0.0,0.0,0.0,0.01314,65.0
4,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
5,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.0,0.0,0.0,0.012804,65.0
6,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.0,0.0,0.0,0.012804,65.0
7,0.01,1.2,0.0008500000000000001,0.01085,0.01302,0.01302,0.0,0.0,0.0,0.01302,65.0
8,0.01,1.2,0.00177,0.011770000000000001,0.014124000000000001,0.014124000000000001,0.0,0.0,0.0,0.014124000000000001,65.0
9,0.01,1.2,0.00125,0.011250000000000001,0.0135,0.0135,0.0,0.0,0.0,0.0135,65.0
10,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
11,0.01,1.2,0.00092,0.010920000000000001,0.013104000000000001,0.013104000000000001,0.0,0.0,0.0,0.013104000000000001,65.0
12,0.01,1.2,0.00152,0.01152,0.013824000000000001,0.013824000000000001,0.0,0.0,0.0,0.013824,65.0
13,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
14,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.0,0.0,0.0,0.013404000000000001,65.0
15,0.01,1.2,0.0015,0.011500000000000002,0.0138,0.0138,0.0,0.0,0.0,0.0138,65.0
16,0.01,1.2,0.0005,0.0105,0.0126,0.0126,0.0,0.0,0.0,0.0126,65.0
17,0.01,1.2,0.00039999999999999996,0.010400000000000001,0.01248,0.01248,0.0,0.0,0.0,0.01248,65.0
18,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
19,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
20,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
21,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
22,0.01,1.2,0.00074,0.010740000000000001,0.012888000000000002,0.012888000000000002,0.0,0.0,0.0,0.012888,65.0
23,0.01,1.2,0.00074,0.010740000000000001,0.012888000000000002,0.012888000000000002,0.0,0.0,0.0,0.012888,65.0
24,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.0,0.0,0.0,0.012804000000000001,85.0
25,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.005,0.005,0.0,0.007804,85.0
26,0.01,1.2,0.00067,0.01067,0.012804000000000001,0.012804000000000001,0.01,0.01,0.0,0.0028039999999999996,85.0
