hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.14617999999999984,0.1561799999999995,0.1874159999999999,0.1874159999999999,0.0,0.0,0.0,0.18741599999999983,65.0
1,0.01,1.2,0.11112000000000048,0.12112000000000053,0.14534399999999997,0.14534399999999997,0.0,0.0,0.0,0.14534399999999995,65.0
2,0.01,1.2,0.08308000000000028,0.09308000000000032,0.11169599999999998,0.11169599999999998,0.0,0.0,0.0,0.11169599999999995,65.0
3,0.01,1.2,0.08701000000000032,0.09701000000000037,0.11641199999999995,0.11641199999999995,0.0,0.0,0.0,0.11641199999999995,65.0
4,0.01,1.2,0.1054500000000004,0.11545000000000044,0.13853999999999986,0.13853999999999986,0.0,0.0,0.0,0.13853999999999986,65.0
5,0.01,1.2,0.11203000000000041,0.12203000000000046,0.14643599999999973,0.14643599999999973,0.0,0.0,0.0,0.14643599999999973,65.0
6,0.01,1.2,0.13202000000000025,0.1420199999999999,0.17042399999999974,0.17042399999999974,0.0,0.0,0.0,0.17042399999999974,65.0
7,0.01,1.2,0.1472999999999997,0.15729999999999952,0.18875999999999957,0.18875999999999957,0.0,0.0,0.0,0.18875999999999957,65.0
8,0.01,1.2,0.1452799999999997,0.15527999999999953,0.18633599999999956,0.18633599999999956,0.0,0.0,0.0,0.18633599999999956,65.0
9,0.01,1.2,0.1492899999999997,0.15928999999999946,0.19114799999999954,0.19114799999999954,0.0,0.0,0.0,0.19114799999999954,65.0
10,0.01,1.2,0.15344999999999973,0.16344999999999948,0.1961399999999997,0.1961399999999997,0.0,0.0,0.0,0.1961399999999997,65.0
11,0.01,1.2,0.16164999999999943,0.17164999999999914,0.20597999999999955,0.20597999999999955,0.0,0.0,0.0,0.20597999999999955,65.0
12,0.01,1.2,0.16371999999999934,0.1737199999999991,0.20846399999999962,0.20846399999999962,0.0,0.0,0.0,0.20846399999999962,65.0
13,0.01,1.2,0.16501999999999944,0.1750199999999992,0.21002399999999952,0.21002399999999952,0.0,0.0,0.0,0.21002399999999952,65.0
14,0.01,1.2,0.1713299999999994,0.18132999999999905,0.21759599999999935,0.21759599999999935,0.0,0.0,0.0,0.21759599999999935,65.0
15,0.01,1.2,0.17815999999999935,0.188159999999999,0.22579199999999947,0.22579199999999947,0.0,0.0,0.0,0.22579199999999944,65.0
16,0.01,1.2,0.18653999999999865,0.1965399999999983,0.2358479999999995,0.2358479999999995,0.0,0.0,0.0,0.2358479999999995,65.0
17,0.01,1.2,0.18966999999999867,0.19966999999999835,0.2396039999999996,0.2396039999999996,0.0,0.0,0.0,0.23960399999999962,65.0
18,0.01,1.2,0.19823999999999842,0.20823999999999815,0.24988799999999958,0.24988799999999958,0.0,0.0,0.0,0.24988799999999958,65.0
19,0.01,1.2,0.213979999999998,0.22397999999999768,0.268775999999999,0.268775999999999,0.0,0.0,0.0,0.268775999999999,65.0
