hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.0,1.2,0.0019766885418653394,0.0019766885418653394,0.002372026250238407,0.002372026250238407,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.0022112262502384074,105.0
1,0.0,1.2,0.0019766885418653394,0.0019766885418653394,0.002372026250238407,0.002372026250238407,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.0022112262502384074,105.0
2,0.0,1.2,0.0019564794905365104,0.0019564794905365104,0.0023477753886438127,0.0023477753886438127,0.0001608,0.0001608,0.0,0.0021869753886438123,105.0
3,0.0,1.2,0.001771721979050361,0.001771721979050361,0.002126066374860433,0.002126066374860433,0.0001608,0.0001608,0.0,0.001965266374860433,105.0
4,0.0,1.2,0.0020052369023454953,0.0020052369023454953,0.002406284282814595,0.002406284282814595,0.0001608,0.0001608,0.0,0.0022454842828145945,105.0
5,0.0,1.2,0.0026111720124376947,0.0026111720124376947,0.003133406414925234,0.003133406414925234,0.0017688000000000003,0.0017688000000000003,0.0,0.0013646064149252335,46.666666666666664
6,0.0,1.2,0.0025513470091164223,0.0025513470091164223,0.0030616164109397073,0.0030616164109397073,0.0017688000000000003,0.0017688000000000003,0.0,0.0012928164109397068,46.666666666666664
7,0.0,1.2,0.002664805317842169,0.002664805317842169,0.003197766381410602,0.003197766381410602,0.0017688000000000003,0.0017688,2.168404344971009e-19,0.0014289663814106022,46.666666666666664
8,0.0,1.2,0.002534735640268769,0.002534735640268769,0.0030416827683225228,0.0030416827683225228,0.0017688000000000003,0.0017688000000000003,0.0,0.0012728827683225218,46.666666666666664
9,0.0,1.2,0.0026470725989311745,0.0026470725989311745,0.0031764871187174096,0.0031764871187174096,0.0017688000000000003,0.0017688000000000003,0.0,0.001407687118717409,46.666666666666664
10,0.0,1.2,0.0020085343920034,0.0020085343920034,0.0024102412704040794,0.0024102412704040794,0.0001608,0.00016079999999999957,4.336808689942018e-19,0.00224944127040408,105.0
11,0.0,1.2,0.0019512417549441207,0.0019512417549441207,0.002341490105932945,0.002341490105932945,0.0001608,0.0001608,0.0,0.002180690105932945,105.0
12,0.0,1.2,0.001951321091695538,0.001951321091695538,0.0023415853100346457,0.0023415853100346457,0.0001608,0.0001608,0.0,0.0021807853100346457,105.0
13,0.0,1.2,0.0019536110861284907,0.0019536110861284907,0.0023443333033541882,0.0023443333033541882,0.0001608,0.00016079999999999957,4.336808689942018e-19,0.0021835333033541886,105.0
14,0.0,1.2,0.0019109334929526558,0.0019109334929526558,0.0022931201915431867,0.0022931201915431867,0.0001608,0.0001608,0.0,0.0021323201915431867,105.0
15,0.0,1.2,0.00170188438275329,0.00170188438275329,0.002042261259303948,0.002042261259303948,0.0001608,0.0001608,0.0,0.0018814612593039482,105.0
