job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_restricted,combinatorial_difficulty,1,7.13125124299403e-05,5,11,T4,1,8.541641701056475,52.79777368610444
job_001,gpu_restricted,combinatorial_difficulty,2,6.444091254615928e-05,4,12,T4,1,7.616869758066008,52.622844846472034
job_002,gpu_restricted,combinatorial_difficulty,2,6.451183153152909e-05,3,12,T4,1,7.234858752259107,43.965880506957674
job_003,gpu_unrestricted,combinatorial_difficulty,1,0.00036475554893317894,3,11,,1,6.994053677118851,41.93294458100655
job_004,gpu_unrestricted,combinatorial_difficulty,1,7.2784402656285e-05,4,10,,1,6.832009001686483,47.68962165753315
job_005,gpu_unrestricted,combinatorial_difficulty,3,0.00026845244996895855,3,13,,1,6.9291454706484386,51.14748074214769
job_006,gpu_unrestricted,combinatorial_difficulty,4,0.0006607367650409211,5,12,,2,17.438730073081402,100.26674701326608
job_007,gpu_unrestricted,combinatorial_difficulty,3,7.14426130341922e-05,3,11,,1,7.160512847521246,53.5934990710014
job_008,gpu_restricted,combinatorial_difficulty,1,0.0002316279777740466,5,11,P100,1,8.400000371966678,45.790843037793195
job_009,gpu_unrestricted,combinatorial_difficulty,1,0.0003600501988572161,4,10,,1,7.905944548212393,54.32060024437792
job_010,gpu_unrestricted,combinatorial_difficulty,4,0.00024262566858135014,4,7,,1,7.416251621707715,51.061974429228655
job_011,gpu_unrestricted,combinatorial_difficulty,1,0.0003713070104376664,0,11,,1,7.614776096178532,44.77762880247438
job_012,gpu_restricted,combinatorial_difficulty,2,0.0003311418692015686,2,8,G2,1,9.257494729925806,45.313788484535316
job_013,gpu_restricted,combinatorial_difficulty,2,0.000354212396101615,3,8,G2,1,9.439492151517728,50.135863497686444
job_014,gpu_unrestricted,combinatorial_difficulty,1,7.266455188835219e-05,5,13,,1,8.6860398979776,54.90254992167048
job_015,gpu_restricted,combinatorial_difficulty,2,6.458743833194402e-05,5,9,T4,1,6.611506100210631,55.85921053969123
job_016,gpu_unrestricted,combinatorial_difficulty,1,0.0007465191538751444,0,9,,3,26.663240284816442,166.0578601996651
job_017,gpu_restricted,combinatorial_difficulty,2,6.376653074078312e-05,0,10,T4,1,9.084317682426514,42.187602237378606
job_018,gpu_unrestricted,combinatorial_difficulty,3,0.0002272703536252421,2,9,,1,7.610879190362252,47.47151796968441
job_019,gpu_unrestricted,combinatorial_difficulty,3,0.00024593614509145126,5,11,,1,9.545955077405871,43.41587855958099
