hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.2978799999999955,0.3078799999999956,0.369455999999995,0.369455999999995,0.0,0.0,0.0,0.369455999999995,65.0
1,0.01,1.2,0.29558999999999597,0.3055899999999962,0.3667079999999965,0.3667079999999965,0.0,0.0,0.0,0.3667079999999965,65.0
2,0.01,1.2,0.3130599999999966,0.3230599999999967,0.38767199999999713,0.38767199999999713,0.0,0.0,0.0,0.38767199999999713,65.0
3,0.01,1.2,0.392419999999996,0.4024199999999957,0.48290399999999273,0.48290399999999273,0.0,0.0,0.0,0.48290399999999273,65.0
4,0.01,1.2,0.45009999999999484,0.460099999999995,0.552119999999989,0.552119999999989,0.0,0.0,0.0,0.552119999999989,65.0
5,0.01,1.2,0.4237599999999954,0.4337599999999952,0.5205119999999923,0.5205119999999923,0.0,0.0,0.0,0.5205119999999923,65.0
6,0.01,1.2,0.10743000000000037,0.11743000000000041,0.1409159999999998,0.1409159999999998,0.0,0.0,0.0,0.1409159999999998,65.0
7,0.01,1.2,0.40377999999999536,0.41377999999999515,0.4965359999999964,0.4965359999999964,0.0,0.0,0.0,0.49653599999999637,65.0
8,0.01,1.2,0.39339999999999564,0.4033999999999955,0.4840799999999944,0.4840799999999944,0.0,0.0,0.0,0.4840799999999943,65.0
9,0.01,1.2,0.38079999999999636,0.39079999999999604,0.4689599999999955,0.4689599999999955,0.0,0.0,0.0,0.46895999999999544,65.0
10,0.01,1.2,0.3783299999999964,0.38832999999999623,0.46599599999999486,0.46599599999999486,0.0,0.0,0.0,0.4659959999999948,65.0
11,0.01,1.2,0.3635899999999958,0.3735899999999956,0.4483079999999958,0.4483079999999958,0.0,0.0,0.0,0.4483079999999958,65.0
12,0.01,1.2,0.32658999999999655,0.3365899999999964,0.4039079999999969,0.4039079999999969,0.0,0.0,0.0,0.40390799999999666,65.0
13,0.01,1.2,0.31186999999999626,0.32186999999999594,0.3862439999999976,0.3862439999999976,0.0,0.0,0.0,0.3862439999999973,65.0
14,0.01,1.2,0.3204699999999963,0.33046999999999643,0.3965639999999956,0.3965639999999956,0.0,0.0,0.0,0.3965639999999956,65.0
15,0.01,1.2,0.3493999999999966,0.3593999999999965,0.431279999999996,0.431279999999996,0.0,0.0,0.0,0.43127999999999594,65.0
16,0.01,1.2,0.19014999999999804,0.2001499999999976,0.24017999999999953,0.24017999999999953,0.0,0.0,0.0,0.24017999999999956,65.0
17,0.01,1.2,0.20302999999999796,0.2130299999999976,0.2556359999999993,0.2556359999999993,0.0,0.0,0.0,0.2556359999999993,65.0
18,0.01,1.2,0.23515999999999715,0.24515999999999682,0.29419199999999757,0.29419199999999757,0.0,0.0,0.0,0.29419199999999757,65.0
19,0.01,1.2,0.29301999999999695,0.3030199999999968,0.3636239999999972,0.3636239999999972,0.0,0.0,0.0,0.3636239999999972,65.0
20,0.01,1.2,0.3458499999999962,0.3558499999999963,0.4270199999999964,0.4270199999999964,0.0,0.0,0.0,0.4270199999999964,65.0
21,0.01,1.2,0.3838199999999958,0.39381999999999556,0.47258399999999556,0.47258399999999556,0.0,0.0,0.0,0.47258399999999556,65.0
22,0.01,1.2,0.44891999999999516,0.45891999999999494,0.5507039999999913,0.5507039999999913,0.0,0.0,0.0,0.5507039999999913,65.0
23,0.01,1.2,0.4881499999999955,0.49814999999999515,0.5977799999999852,0.5977799999999852,0.0,0.0,0.0,0.5977799999999852,65.0
24,0.01,1.2,0.1768699999999988,0.18686999999999854,0.22424399999999958,0.22424399999999958,0.0,0.0,0.0,0.22424399999999958,85.0
25,0.01,1.2,0.12592000000000048,0.13592000000000007,0.16310399999999983,0.16310399999999983,0.005,0.005,0.0,0.15810399999999983,85.0
26,0.01,1.2,0.09931000000000037,0.10931000000000042,0.13117199999999996,0.13117199999999996,0.01,0.01,0.0,0.12117199999999996,85.0
27,0.01,1.2,0.521139999999994,0.5311399999999933,0.6373679999999797,0.6373679999999797,0.016,0.016,0.0,0.62136799999998,85.0
28,0.01,1.2,0.34334999999999555,0.3533499999999956,0.42401999999999596,0.42401999999999596,0.021,0.021,0.0,0.4030199999999948,85.0
29,0.01,1.2,0.22836999999999744,0.2383699999999971,0.2860439999999988,0.2860439999999988,0.026,0.02599999999999974,2.6020852139652106e-16,0.2600439999999991,85.0
30,0.01,1.2,0.39219999999999466,0.40219999999999456,0.4826399999999953,0.4826399999999953,0.031,0.031,0.0,0.451639999999993,85.0
31,0.01,1.2,0.2684299999999966,0.27842999999999635,0.3341159999999978,0.3341159999999978,0.035,0.035,0.0,0.29911599999999744,85.0
32,0.01,1.2,0.21103999999999776,0.22103999999999743,0.2652479999999989,0.2652479999999989,0.04,0.039999999999999966,3.469446951953614e-17,0.22524799999999934,85.0
33,0.01,1.2,0.18700999999999812,0.19700999999999783,0.2364119999999993,0.2364119999999993,0.044,0.0439999999999999,9.71445146547012e-17,0.19241199999999944,85.0
34,0.01,1.2,0.16352999999999898,0.1735299999999986,0.2082359999999996,0.2082359999999996,0.049,0.048999999999999794,2.0816681711721685e-16,0.15923599999999985,85.0
35,0.01,1.2,0.15876999999999908,0.16876999999999878,0.20252399999999954,0.20252399999999954,0.053,0.052999999999999825,1.734723475976807e-16,0.14952399999999977,85.0
36,0.01,1.2,0.12232000000000048,0.13232000000000024,0.15878399999999973,0.15878399999999973,0.057,0.05699999999999955,4.510281037539698e-16,0.10178400000000021,85.0
37,0.01,1.2,0.12062000000000049,0.1306200000000003,0.15674399999999986,0.15674399999999986,0.06,0.05999999999999968,3.191891195797325e-16,0.09674400000000025,85.0
38,0.01,1.2,0.16116999999999915,0.17116999999999882,0.20540399999999934,0.20540399999999934,0.063,0.06299999999999946,5.412337245047638e-16,0.14240399999999992,85.0
39,0.01,1.2,0.17822999999999867,0.18822999999999837,0.2258759999999992,0.2258759999999992,0.067,0.06699999999999946,5.412337245047638e-16,0.15887599999999977,85.0
40,0.01,1.2,0.23166999999999713,0.24166999999999678,0.29000399999999815,0.29000399999999815,0.069,0.06899999999999924,7.632783294297951e-16,0.2210039999999994,85.0
41,0.01,1.2,0.2832699999999967,0.29326999999999676,0.35192399999999696,0.35192399999999696,0.072,0.07199999999999943,5.689893001203927e-16,0.2799239999999977,85.0
42,0.01,1.2,0.48740999999999585,0.4974099999999962,0.5968919999999857,0.5968919999999857,0.074,0.07399999999999632,3.677613769070831e-15,0.52289199999999,85.0
43,0.01,1.2,1.1183599999999756,1.1283599999999778,1.3540319999999737,1.3540319999999737,0.076,0.076,0.0,1.2780319999999714,85.0
44,0.01,1.2,0.37880999999999737,0.3888099999999974,0.4665719999999934,0.4665719999999934,0.077,0.07699999999999821,1.790234627208065e-15,0.38957199999999553,85.0
45,0.01,1.2,0.3036399999999965,0.31363999999999637,0.3763679999999965,0.3763679999999965,0.078,0.07799999999999827,1.734723475976807e-15,0.29836799999999847,85.0
46,0.01,1.2,0.297519999999996,0.3075199999999962,0.3690239999999958,0.3690239999999958,0.079,0.07899999999999771,2.2898349882893854e-15,0.2900239999999989,85.0
47,0.01,1.2,0.2931499999999963,0.30314999999999626,0.36377999999999566,0.36377999999999566,0.08,0.07999999999999743,2.5673907444456745e-15,0.2837799999999989,85.0
48,0.01,1.2,0.30653999999999587,0.3165399999999961,0.3798479999999954,0.3798479999999954,0.08,0.07999999999999771,2.2898349882893854e-15,0.29984799999999795,85.0
49,0.01,1.2,0.3230799999999958,0.3330799999999963,0.3996959999999953,0.3996959999999953,0.08,0.07999999999999843,1.5681900222830336e-15,0.3196959999999969,85.0
50,0.01,1.2,0.32636999999999633,0.33636999999999606,0.4036439999999953,0.4036439999999953,0.079,0.07899999999999843,1.5681900222830336e-15,0.3246439999999974,85.0
51,0.01,1.2,0.3088999999999964,0.3188999999999962,0.3826799999999953,0.3826799999999953,0.078,0.07799999999999727,2.733924198139448e-15,0.3046799999999985,85.0
52,0.01,1.2,0.30984999999999663,0.3198499999999963,0.3838199999999951,0.3838199999999951,0.077,0.07699999999999738,2.6229018956769323e-15,0.30681999999999826,85.0
53,0.01,1.2,0.29519999999999663,0.30519999999999625,0.3662399999999963,0.3662399999999963,0.076,0.07599999999999849,1.5126788710517758e-15,0.2902399999999984,85.0
54,0.01,1.2,0.3162799999999958,0.3262799999999961,0.391535999999996,0.391535999999996,0.074,0.07399999999999793,2.067790383364354e-15,0.3175359999999984,85.0
55,0.01,1.2,0.3228599999999961,0.33285999999999616,0.3994319999999958,0.3994319999999958,0.072,0.07199999999999765,2.345346139520643e-15,0.3274319999999984,85.0
56,0.01,1.2,0.3274799999999965,0.3374799999999965,0.4049759999999959,0.4049759999999959,0.069,0.06899999999999855,1.457167719820518e-15,0.3359759999999974,85.0
57,0.01,1.2,0.32525999999999655,0.3352599999999969,0.4023119999999948,0.4023119999999948,0.067,0.06699999999999738,2.6229018956769323e-15,0.3353119999999977,85.0
58,0.01,1.2,0.3149299999999961,0.324929999999996,0.38991599999999593,0.38991599999999593,0.063,0.0629999999999981,1.9012569296705806e-15,0.3269159999999982,85.0
59,0.01,1.2,0.33604999999999635,0.34604999999999664,0.41525999999999524,0.41525999999999524,0.06,0.059999999999998596,1.4016565685892601e-15,0.3552599999999971,85.0
60,0.01,1.2,0.3064799999999969,0.31647999999999704,0.37977599999999523,0.37977599999999523,0.057,0.05699999999999772,2.282896094385478e-15,0.32277599999999773,85.0
61,0.01,1.2,0.3197499999999963,0.3297499999999963,0.39569999999999617,0.39569999999999617,0.053,0.05299999999999849,1.5057399771478686e-15,0.3426999999999978,85.0
62,0.01,1.2,0.3089799999999965,0.3189799999999965,0.38277599999999545,0.38277599999999545,0.049,0.04899999999999766,2.345346139520643e-15,0.3337759999999982,85.0
63,0.01,1.2,0.3011099999999971,0.311109999999997,0.37333199999999633,0.37333199999999633,0.044,0.04399999999999865,1.3461454173580023e-15,0.32933199999999785,85.0
64,0.01,1.2,0.2889199999999971,0.29891999999999724,0.3587039999999961,0.3587039999999961,0.04,0.03999999999999816,1.8388068845354155e-15,0.31870399999999827,85.0
65,0.01,1.2,0.3517399999999964,0.36173999999999606,0.43408799999999625,0.43408799999999625,0.035,0.03499999999999799,2.0122792321330962e-15,0.3990879999999982,85.0
66,0.01,1.2,0.3084399999999969,0.3184399999999966,0.3821279999999956,0.3821279999999956,0.031,0.030999999999998713,1.2871648191747909e-15,0.3511279999999973,85.0
67,0.01,1.2,0.32537999999999584,0.3353799999999955,0.4024559999999969,0.4024559999999969,0.026,0.025999999999998934,1.0651202142497596e-15,0.37645599999999807,85.0
