hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.0,1.2,0.0015547664913164113,0.0015547664913164113,0.0018657197895796936,0.0018657197895796936,0.0001608,0.0001608,0.0,0.0017049197895796936,105.0
1,0.0,1.2,0.001680679387074376,0.001680679387074376,0.0020168152644892507,0.0020168152644892507,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.001856015264489251,105.0
2,0.0,1.2,0.0016144995698048916,0.0016144995698048916,0.0019373994837658696,0.0019373994837658696,0.0001608,0.0001608,0.0,0.0017765994837658696,105.0
3,0.0,1.2,0.0015883340754706218,0.0015883340754706218,0.001906000890564746,0.001906000890564746,0.0001608,0.0001608,0.0,0.001745200890564746,105.0
4,0.0,1.2,0.001510775451733397,0.001510775451733397,0.0018129305420800763,0.0018129305420800763,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.0016521305420800763,105.0
5,0.0,1.2,0.0021253351365820177,0.0021253351365820177,0.0025504021638984215,0.0025504021638984215,0.0017688000000000003,0.0017688000000000003,0.0,0.0007816021638984208,46.666666666666664
6,0.0,1.2,0.0021265212896399506,0.0021265212896399506,0.002551825547567941,0.002551825547567941,0.0017688000000000003,0.0017688000000000003,0.0,0.0007830255475679406,46.666666666666664
7,0.0,1.2,0.0020803408939181764,0.0020803408939181764,0.0024964090727018105,0.0024964090727018105,0.0017688000000000003,0.0017687999999999998,4.336808689942018e-19,0.0007276090727018107,46.666666666666664
8,0.0,1.2,0.002630656883098799,0.002630656883098799,0.003156788259718559,0.003156788259718559,0.0017688000000000003,0.0017688000000000003,0.0,0.001387988259718549,46.666666666666664
9,0.0,1.2,0.0026266337641692194,0.0026266337641692194,0.0031519605170030633,0.0031519605170030633,0.0017688000000000003,0.0017688000000000003,0.0,0.0013831605170030541,46.666666666666664
10,0.0,1.2,0.001308507306118643,0.001308507306118643,0.0015702087673423713,0.0015702087673423713,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.0014094087673423715,105.0
11,0.0,1.2,0.001631644795041314,0.001631644795041314,0.001957973754049577,0.001957973754049577,0.0001608,0.0001608,0.0,0.0017971737540495771,105.0
12,0.0,1.2,0.0016583829672766415,0.0016583829672766415,0.0019900595607319697,0.0019900595607319697,0.0001608,0.0001608,0.0,0.0018292595607319695,105.0
13,0.0,1.2,0.001498076765060761,0.001498076765060761,0.001797692118072913,0.001797692118072913,0.0001608,0.0001608,0.0,0.001636892118072913,105.0
14,0.0,1.2,0.001760741994987058,0.001760741994987058,0.0021128903939844697,0.0021128903939844697,0.0001608,0.0001608,0.0,0.0019520903939844693,105.0
15,0.0,1.2,0.0018275798267633106,0.0018275798267633106,0.0021930957921159726,0.0021930957921159726,0.0001608,0.0001608,0.0,0.0020322957921159726,105.0
