job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_restricted,combinatorial_difficulty,2,7.19866593041193e-05,3,14,T4,1,8.1820507137139,47.056032498792554
job_001,gpu_restricted,combinatorial_difficulty,3,0.00026392506226060317,3,13,V100M32,1,8.575029603336173,54.21993091685454
job_002,gpu_unrestricted,combinatorial_difficulty,4,0.0002663289755188247,5,12,,1,6.592206582990387,41.11503587726973
job_003,gpu_unrestricted,combinatorial_difficulty,4,0.00012759382099767234,0,6,,2,14.111447329011574,107.49792544581463
job_004,gpu_restricted,combinatorial_difficulty,2,0.00031543561518060137,0,8,G2,1,6.8085640626881085,55.26838180381657
job_005,gpu_restricted,combinatorial_difficulty,2,0.0002724698489362345,5,14,P100,1,7.474548608873574,49.72600708340613
job_006,gpu_unrestricted,combinatorial_difficulty,2,6.420260636042242e-05,5,10,,1,7.5455169680284175,51.50936419370787
job_007,gpu_restricted,combinatorial_difficulty,3,0.0002738539794354475,4,7,V100M32,1,7.538893456196316,47.066518267078834
job_008,gpu_restricted,combinatorial_difficulty,3,0.00012831290849671612,4,9,T4,2,15.70931935840041,82.26311753857469
job_009,gpu_restricted,combinatorial_difficulty,4,0.0003227405361184852,4,7,G2,1,8.722559284088668,40.44544360987287
job_010,gpu_restricted,combinatorial_difficulty,2,0.0002459370931868728,3,10,V100M32,1,6.925326303166369,56.20837407134085
job_011,gpu_unrestricted,combinatorial_difficulty,2,0.00045443765302251657,4,12,,2,18.870616316144247,112.53036010738457
job_012,gpu_unrestricted,combinatorial_difficulty,3,0.0007907659103361173,4,7,,3,22.664244119625756,140.7745811082964
job_013,gpu_unrestricted,combinatorial_difficulty,3,0.00069139845399472,0,8,,2,17.472563270989596,83.31900200085573
job_014,gpu_restricted,combinatorial_difficulty,3,0.00032538341438108614,4,10,G2,1,8.494510460764868,50.74101847613622
job_015,gpu_restricted,combinatorial_difficulty,3,6.94277349250606e-05,1,9,T4,1,8.639486506042187,47.02860164380855
job_016,gpu_restricted,combinatorial_difficulty,3,7.393837713157926e-05,5,8,T4,1,9.087850575286707,45.065358584745354
job_017,gpu_unrestricted,combinatorial_difficulty,3,0.00026547662110242676,4,9,,1,8.255908884922013,55.12094649265383
job_018,gpu_restricted,combinatorial_difficulty,1,7.183546876147777e-05,0,11,T4,1,7.3188660671779955,47.57197095252476
job_019,gpu_unrestricted,combinatorial_difficulty,1,0.00022646038541365967,3,15,,1,8.39635272952267,39.33652285061643
job_020,gpu_unrestricted,combinatorial_difficulty,1,0.00023356042138270602,0,10,,1,9.084699669040264,51.669504749407686
job_021,gpu_restricted,combinatorial_difficulty,3,0.00023115894830547364,0,8,V100M32,1,8.628835185181902,40.263210566991816
job_022,gpu_restricted,combinatorial_difficulty,2,6.509409522592176e-05,3,10,T4,1,8.00195356425829,57.447546140902766
job_023,gpu_unrestricted,combinatorial_difficulty,3,7.0297098709871e-05,5,11,,1,7.134295467120755,55.55639971824097
job_024,gpu_unrestricted,combinatorial_difficulty,2,6.827364564110562e-05,4,12,,1,7.734179238506269,54.05738434271365
job_025,gpu_unrestricted,combinatorial_difficulty,1,0.0002452951753629581,2,11,,1,6.661740939257921,56.73901361957443
job_026,gpu_unrestricted,combinatorial_difficulty,2,0.0002565736002145999,4,12,,1,9.493187436615715,42.609173100754205
job_027,gpu_restricted,combinatorial_difficulty,2,0.00027418467454613435,0,8,P100,1,7.6140565437584495,55.67906954324336
job_028,gpu_restricted,combinatorial_difficulty,2,0.0003197266055820852,4,14,G2,1,7.267223482020267,43.74422443318783
job_029,gpu_unrestricted,combinatorial_difficulty,3,0.0002734052940653049,4,9,,1,6.605036749822203,55.3870253355921
job_030,gpu_unrestricted,combinatorial_difficulty,3,0.0002568203470898706,0,8,,1,6.449136881006597,48.34110197348393
job_031,gpu_unrestricted,combinatorial_difficulty,1,0.0003206424421445825,4,11,,1,6.913674271145602,53.52117111424599
job_032,gpu_unrestricted,combinatorial_difficulty,1,0.0003236195323921222,0,10,,1,7.462264120476908,48.98858361399316
job_033,gpu_unrestricted,combinatorial_difficulty,1,0.00022983651168611993,1,10,,1,6.862201687496329,46.638611264700046
job_034,gpu_restricted,combinatorial_difficulty,1,7.04734506413031e-05,1,10,T4,1,7.689493850339394,46.56916718571223
job_035,gpu_unrestricted,combinatorial_difficulty,2,0.0003381581536404074,3,8,,1,9.1492751943638,48.28907144631309
job_036,gpu_restricted,combinatorial_difficulty,2,6.799254304234218e-05,1,9,T4,1,7.602590733768589,57.12911413497492
job_037,gpu_restricted,combinatorial_difficulty,3,6.392134509968747e-05,5,10,T4,1,7.779453941299829,42.6149624969336
