hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.0,1.2,0.00174056208743501,0.00174056208743501,0.0020886745049220118,0.0020886745049220118,0.0001608,0.0001608,0.0,0.0019278745049220117,105.0
1,0.0,1.2,0.0015132699812019207,0.0015132699812019207,0.0018159239774423047,0.0018159239774423047,0.0001608,0.00016079999999999984,1.6263032587282567e-19,0.001655123977442305,105.0
2,0.0,1.2,0.0015132699812019207,0.0015132699812019207,0.0018159239774423047,0.0018159239774423047,0.0001608,0.00016079999999999984,1.6263032587282567e-19,0.001655123977442305,105.0
3,0.0,1.2,0.0015847270449367628,0.0015847270449367628,0.0019016724539241152,0.0019016724539241152,0.0001608,0.00016079999999999957,4.336808689942018e-19,0.0017408724539241154,105.0
4,0.0,1.2,0.0015324429895150638,0.0015324429895150638,0.0018389315874180767,0.0018389315874180767,0.0001608,0.0001608,0.0,0.0016781315874180767,105.0
5,0.0,1.2,0.0025623357760478304,0.0025623357760478304,0.003074802931257396,0.003074802931257396,0.0017688000000000003,0.0017688000000000003,0.0,0.0013060029312573958,46.666666666666664
6,0.0,1.2,0.002601362225813894,0.002601362225813894,0.003121634670976672,0.003121634670976672,0.0017688000000000003,0.0017688000000000003,0.0,0.0013528346709766718,46.666666666666664
7,0.0,1.2,0.0025921819855595062,0.0025921819855595062,0.003110618382671408,0.003110618382671408,0.0017688000000000003,0.0017688000000000003,0.0,0.0013418183826714074,46.666666666666664
8,0.0,1.2,0.0025770238820056555,0.0025770238820056555,0.0030924286584067865,0.0030924286584067865,0.0017688000000000003,0.0017688000000000003,0.0,0.0013236286584067856,46.666666666666664
9,0.0,1.2,0.0025770238820056555,0.0025770238820056555,0.0030924286584067865,0.0030924286584067865,0.0017688000000000003,0.0017688000000000003,0.0,0.0013236286584067856,46.666666666666664
10,0.0,1.2,0.0017580518622795362,0.0017580518622795362,0.0021096622347354433,0.0021096622347354433,0.0001608,0.0001608,0.0,0.0019488622347354433,105.0
11,0.0,1.2,0.0016385606331461558,0.0016385606331461558,0.001966272759775387,0.001966272759775387,0.0001608,0.0001608,0.0,0.001805472759775387,105.0
12,0.0,1.2,0.0015580075496287081,0.0015580075496287081,0.0018696090595544496,0.0018696090595544496,0.0001608,0.0001608,0.0,0.0017088090595544496,105.0
13,0.0,1.2,0.001440018102474424,0.001440018102474424,0.0017280217229693087,0.0017280217229693087,0.0001608,0.0001608,0.0,0.0015672217229693087,105.0
14,0.0,1.2,0.001514300827025541,0.001514300827025541,0.001817160992430649,0.001817160992430649,0.0001608,0.0001608,0.0,0.001656360992430649,105.0
15,0.0,1.2,0.0014102083699422628,0.0014102083699422628,0.0016922500439307151,0.0016922500439307151,0.0001608,0.0001607999999999998,2.168404344971009e-19,0.0015314500439307154,105.0
