cluster_id,cluster_role,gpu_type,hour,cluster_load,capacity,cluster_gpu_load,gpu_capacity,cluster_cpu_load,cpu_capacity,cluster_memory_load,memory_capacity_gb
cluster_g2,small_gpu_type_pool,G2,0,0.0008362659408237044,0.0014,3.0,4,26.256056107558074,32.0,154.4356459564381,192.0
cluster_g2,small_gpu_type_pool,G2,1,0.0008362659408237044,0.0014,3.0,4,26.256056107558074,32.0,154.4356459564381,192.0
cluster_g2,small_gpu_type_pool,G2,2,0.0008404756185078587,0.0014,3.0,4,25.7527411337745,32.0,160.49544004579798,192.0
cluster_g2,small_gpu_type_pool,G2,3,0.0008538804373728814,0.0014,3.0,4,25.557735479876513,32.0,159.4569341769095,192.0
cluster_g2,small_gpu_type_pool,G2,4,0.0013665504631951012,0.0014,4.0,4,29.415229105911344,32.0,188.55272098408693,192.0
cluster_g2,small_gpu_type_pool,G2,5,0.0013665504631951012,0.0014,4.0,4,29.415229105911344,32.0,188.55272098408693,192.0
cluster_g2,small_gpu_type_pool,G2,6,0.0008419175813081516,0.0014,3.0,4,26.563608181166202,32.0,164.10494018712495,192.0
cluster_g2,small_gpu_type_pool,G2,7,0.0008305441319594832,0.0014,3.0,4,24.806849156632467,32.0,155.3111996973335,192.0
cluster_g2,small_gpu_type_pool,G2,8,0.0013908102250787921,0.0014,4.0,4,30.100551648355804,32.0,182.24629142447841,192.0
cluster_g2,small_gpu_type_pool,G2,9,0.0013917301633906386,0.0014,4.0,4,30.304223136243422,32.0,180.29836802094223,192.0
cluster_g2,small_gpu_type_pool,G2,10,0.0011181568720261767,0.0014,4.0,4,31.118221714023004,32.0,167.4142430854571,192.0
cluster_g2,small_gpu_type_pool,G2,11,0.0013162922116221843,0.0014,4.0,4,30.912879919995664,32.0,191.03182365499663,192.0
cluster_g2,small_gpu_type_pool,G2,12,0.0010365978148669693,0.0014,4.0,4,30.358579067219942,32.0,191.9213440784111,192.0
cluster_g2,small_gpu_type_pool,G2,13,0.0010365978148669693,0.0014,4.0,4,30.358579067219942,32.0,191.9213440784111,192.0
cluster_g2,small_gpu_type_pool,G2,14,0.0009197038218646151,0.0014,4.0,4,31.567157887879816,32.0,183.07322731477342,192.0
cluster_g2,small_gpu_type_pool,G2,15,0.0009197038218646151,0.0014,4.0,4,31.567157887879816,32.0,183.07322731477342,192.0
cluster_t4,small_gpu_type_pool,T4,0,0.0002173029968090878,0.00028000000000000003,3.0,4,26.04737140246622,32.0,156.0339748244235,192.0
cluster_t4,small_gpu_type_pool,T4,1,0.0002173029968090878,0.00028000000000000003,3.0,4,26.04737140246622,32.0,156.0339748244235,192.0
cluster_t4,small_gpu_type_pool,T4,2,0.00020963045074846973,0.00028000000000000003,3.0,4,25.808197761874666,32.0,155.84942487356903,192.0
cluster_t4,small_gpu_type_pool,T4,3,0.00019577245928846724,0.00028000000000000003,3.0,4,24.78813031311337,32.0,156.89005510299074,192.0
cluster_t4,small_gpu_type_pool,T4,4,0.00020251134230213482,0.00028000000000000003,3.0,4,23.65867993962011,32.0,154.7317135433886,192.0
cluster_t4,small_gpu_type_pool,T4,5,0.00027080458481687074,0.00028000000000000003,4.0,4,31.565898729412943,32.0,191.37030132241202,192.0
cluster_t4,small_gpu_type_pool,T4,6,0.0002737576687400267,0.00028000000000000003,4.0,4,31.552419726601983,32.0,190.1177340894847,192.0
cluster_t4,small_gpu_type_pool,T4,7,0.000270592246026225,0.00028000000000000003,4.0,4,31.71752124040207,32.0,189.3413337969596,192.0
cluster_t4,small_gpu_type_pool,T4,8,0.00020994591585817045,0.00028000000000000003,3.0,4,25.19509271596548,32.0,155.4456373269272,192.0
cluster_t4,small_gpu_type_pool,T4,9,0.00024179851804725182,0.00028000000000000003,1.0,4,9.365257470132182,32.0,47.64719723287111,192.0
cluster_t4,small_gpu_type_pool,T4,10,0.00024179851804725182,0.00028000000000000003,1.0,4,9.365257470132182,32.0,47.64719723287111,192.0
cluster_t4,small_gpu_type_pool,T4,11,0.00024179851804725182,0.00028000000000000003,1.0,4,9.365257470132182,32.0,47.64719723287111,192.0
cluster_t4,small_gpu_type_pool,T4,12,0.0002412880310911286,0.00028000000000000003,1.0,4,9.289274529325038,32.0,39.625003925271,192.0
cluster_t4,small_gpu_type_pool,T4,13,0.0002412880310911286,0.00028000000000000003,1.0,4,9.289274529325038,32.0,39.625003925271,192.0
cluster_t4,small_gpu_type_pool,T4,14,0.0002412880310911286,0.00028000000000000003,1.0,4,9.289274529325038,32.0,39.625003925271,192.0
cluster_t4,small_gpu_type_pool,T4,15,0.0002412880310911286,0.00028000000000000003,1.0,4,9.289274529325038,32.0,39.625003925271,192.0
cluster_v100m32,small_gpu_type_pool,V100M32,0,0.00025328981025901566,0.0005,1.0,2,7.091922016279702,16.0,48.689557840028634,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,1,0.00025328981025901566,0.0005,1.0,2,7.091922016279702,16.0,48.689557840028634,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,2,0.0004948649968341602,0.0005,2.0,2,15.73907993708168,16.0,94.48681608830559,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,3,0.0004948649968341602,0.0005,2.0,2,15.73907993708168,16.0,94.48681608830559,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,4,0.0003628143324102709,0.0005,1.0,2,8.118886842330367,16.0,57.357473608515754,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,5,0.00048151328501751267,0.0005,2.0,2,15.753968428787019,16.0,93.42619042159711,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,6,0.0004961414254411715,0.0005,2.0,2,15.80380957505568,16.0,90.19164792389967,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,7,0.0004907518712227862,0.0005,2.0,2,14.839583583712859,16.0,89.05389149721059,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,8,0.0004903920794494415,0.0005,2.0,2,14.07685362908315,16.0,88.58107391278679,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,9,0.0003054252153983959,0.0005,2.0,2,15.846080746076819,16.0,86.13514710247031,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,10,0.00014949402004777888,0.0005,2.0,2,15.006012326328568,16.0,94.01136719058348,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,11,7.517722574887066e-05,0.0005,1.0,2,6.510787637025041,16.0,48.40502885611953,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,12,0.0002746088777588644,0.0005,1.0,2,9.336728234866966,16.0,46.0371656683444,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,13,0.0002746088777588644,0.0005,1.0,2,9.336728234866966,16.0,46.0371656683444,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,14,0.00026568277637261273,0.0005,1.0,2,9.476002872361402,16.0,39.70963824394006,96.0
cluster_v100m32,small_gpu_type_pool,V100M32,15,0.00026568277637261273,0.0005,1.0,2,9.476002872361402,16.0,39.70963824394006,96.0
cluster_p100,small_gpu_type_pool,P100,0,0.0004167768991938474,0.0005,2.0,2,15.54707702650604,16.0,95.26966513461824,96.0
cluster_p100,small_gpu_type_pool,P100,1,0.000317471188676151,0.0005,2.0,2,15.455104761025897,16.0,79.60504247286028,96.0
cluster_p100,small_gpu_type_pool,P100,2,0.000317471188676151,0.0005,2.0,2,15.455104761025897,16.0,79.60504247286028,96.0
cluster_p100,small_gpu_type_pool,P100,3,0.000317471188676151,0.0005,2.0,2,15.455104761025897,16.0,79.60504247286028,96.0
cluster_p100,small_gpu_type_pool,P100,4,0.0,0.0005,0.0,2,0.0,16.0,0.0,96.0
cluster_p100,small_gpu_type_pool,P100,5,0.0004677919871892212,0.0005,2.0,2,13.976773785086454,16.0,85.05006068473007,96.0
cluster_p100,small_gpu_type_pool,P100,6,0.0004750315225824679,0.0005,2.0,2,15.904383898259896,16.0,89.01105299945586,96.0
cluster_p100,small_gpu_type_pool,P100,7,0.0004750315225824679,0.0005,2.0,2,15.904383898259896,16.0,89.01105299945586,96.0
cluster_p100,small_gpu_type_pool,P100,8,0.000477875131025756,0.0005,2.0,2,14.85523668115302,16.0,84.54414638010837,96.0
cluster_p100,small_gpu_type_pool,P100,9,0.00044512667362495194,0.0005,2.0,2,15.408544107495265,16.0,95.64068860775106,96.0
cluster_p100,small_gpu_type_pool,P100,10,0.00044512667362495194,0.0005,2.0,2,15.408544107495265,16.0,95.64068860775106,96.0
cluster_p100,small_gpu_type_pool,P100,11,0.00037421587233103207,0.0005,1.0,2,7.037015074851597,16.0,53.07556381832454,96.0
cluster_p100,small_gpu_type_pool,P100,12,0.00024039325857086184,0.0005,1.0,2,8.4655517290254,16.0,57.533524242868765,96.0
cluster_p100,small_gpu_type_pool,P100,13,0.00024039325857086184,0.0005,1.0,2,8.4655517290254,16.0,57.533524242868765,96.0
cluster_p100,small_gpu_type_pool,P100,14,0.00024039325857086184,0.0005,1.0,2,8.4655517290254,16.0,57.533524242868765,96.0
cluster_p100,small_gpu_type_pool,P100,15,0.00026615610083476277,0.0005,1.0,2,8.710624967626815,16.0,40.42586215911731,96.0
