job_id,hidden_cluster,hidden_start,duration
job_000,cluster_v100m32,12,2
job_001,cluster_p100,10,1
job_002,cluster_v100m32,8,1
job_003,cluster_g2,8,3
job_004,cluster_p100,1,3
job_005,cluster_g2,4,1
job_006,cluster_t4,9,1
job_007,cluster_v100m32,0,4
job_008,cluster_v100m32,11,2
job_009,cluster_g2,6,4
job_010,cluster_g2,11,3
job_011,cluster_g2,8,3
job_012,cluster_g2,6,2
job_013,cluster_v100m32,5,3
job_014,cluster_p100,8,2
job_015,cluster_p100,11,3
job_016,cluster_g2,0,1
job_017,cluster_t4,0,3
job_018,cluster_p100,4,3
job_019,cluster_g2,4,2
job_020,cluster_t4,7,2
job_021,cluster_g2,0,4
job_022,cluster_g2,2,2
job_023,cluster_p100,14,2
job_024,cluster_g2,14,2
job_025,cluster_t4,4,3
job_026,cluster_v100m32,4,2
job_027,cluster_t4,8,3
job_028,cluster_g2,14,2
job_029,cluster_g2,9,2
job_030,cluster_g2,14,2
job_031,cluster_v100m32,14,2
job_032,cluster_t4,11,4
job_033,cluster_p100,7,3
job_034,cluster_t4,0,3
job_035,cluster_v100m32,9,2
job_036,cluster_t4,2,2
job_037,cluster_v100m32,6,3
job_038,cluster_t4,8,3
job_039,cluster_p100,0,1
job_040,cluster_v100m32,2,2
job_041,cluster_v100m32,11,1
job_042,cluster_t4,15,1
job_043,cluster_p100,2,3
job_044,cluster_t4,0,2
job_045,cluster_g2,14,2
job_046,cluster_t4,10,1
job_047,cluster_p100,7,1
job_048,cluster_g2,5,1
job_049,cluster_v100m32,0,2
job_050,cluster_g2,10,3
job_051,cluster_g2,1,1
job_052,cluster_p100,5,2
job_053,cluster_p100,14,2
job_054,cluster_t4,10,1
job_055,cluster_g2,8,1
job_056,cluster_t4,3,1
job_057,cluster_t4,7,1
job_058,cluster_p100,1,1
job_059,cluster_t4,7,1
