job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_unrestricted,combinatorial_difficulty,2,0.00024271057887669374,3,9,,1,6.8855043567968455,42.783559940004565
job_001,gpu_restricted,combinatorial_difficulty,4,0.00014779672318470112,2,6,T4,2,13.35377641618059,109.92480546821704
job_002,gpu_restricted,combinatorial_difficulty,2,0.00023214439210323014,3,10,V100M32,1,7.5206778216505,46.90470528906299
job_003,gpu_restricted,combinatorial_difficulty,3,0.00026598656477616877,3,10,V100M32,1,8.875992066041897,48.445882045042744
job_004,gpu_unrestricted,combinatorial_difficulty,3,0.0002488585120181388,1,7,,1,7.360160222467041,49.46345141788069
job_005,gpu_unrestricted,combinatorial_difficulty,3,0.0002682844701256521,0,9,,1,8.450208616662792,50.288820576718386
job_006,gpu_unrestricted,combinatorial_difficulty,1,6.494427884693645e-05,4,15,,1,7.560272583411586,46.00344061303542
job_007,gpu_unrestricted,combinatorial_difficulty,3,6.390587345009321e-05,5,10,,1,8.000847538875313,41.316586650399245
job_008,gpu_unrestricted,combinatorial_difficulty,2,0.00025370580677406385,0,9,,1,9.10934320371467,44.71969422521966
job_009,gpu_unrestricted,combinatorial_difficulty,2,0.00025237105541812445,3,14,,1,7.805032927030749,51.281477559629145
job_010,gpu_restricted,combinatorial_difficulty,1,0.0002683459673925651,4,11,V100M32,1,8.797415692884414,54.75695508963845
job_011,gpu_unrestricted,combinatorial_difficulty,3,0.0005397025612126582,1,7,,2,14.944163059100596,79.19626983456749
job_012,gpu_unrestricted,combinatorial_difficulty,1,0.0002506831254198269,3,11,,1,6.465709458163307,41.62199590497917
job_013,gpu_unrestricted,combinatorial_difficulty,3,6.931535106182177e-05,3,13,,1,6.596279522928481,45.7162956471274
job_014,gpu_unrestricted,combinatorial_difficulty,2,0.00023576593082613476,4,12,,1,7.2926710070787015,44.76077667482952
job_015,gpu_restricted,combinatorial_difficulty,3,0.00036837391117847416,5,13,G2,1,7.006757888713826,49.619876060478816
job_016,gpu_unrestricted,combinatorial_difficulty,2,0.0002257898357598069,4,10,,1,9.400204388144786,43.64797675308278
job_017,gpu_restricted,combinatorial_difficulty,1,0.00038102928510070456,0,9,G2,1,7.601034595704871,55.77775906153178
job_018,gpu_restricted,combinatorial_difficulty,3,0.00023363350565777812,5,8,P100,1,7.036677352833587,47.36615707682792
job_019,gpu_unrestricted,combinatorial_difficulty,2,0.0005087286761428272,5,8,,2,17.63628391400599,80.68715850948102
job_020,gpu_restricted,combinatorial_difficulty,1,6.95229269114185e-05,4,10,T4,1,7.0622242538490925,38.96994761408198
job_021,gpu_unrestricted,combinatorial_difficulty,3,0.000493223477117981,0,9,,2,15.547789255541153,111.45113140771876
job_022,gpu_restricted,combinatorial_difficulty,2,0.0002459560673703517,2,8,P100,1,7.107429745061876,38.599371631306425
job_023,gpu_restricted,combinatorial_difficulty,1,0.0002144315859937642,5,15,T4,3,23.463016975215453,147.3473070085978
job_024,gpu_restricted,combinatorial_difficulty,3,0.0003514601841407467,5,9,G2,1,7.309438151601393,48.11138874748067
job_025,gpu_restricted,combinatorial_difficulty,3,6.792683209305685e-05,2,7,T4,1,6.6663477636459945,41.40740449863823
job_026,gpu_restricted,combinatorial_difficulty,1,0.00026263266211884754,5,9,V100M32,1,7.647602440831079,42.21326468241677
job_027,gpu_restricted,combinatorial_difficulty,2,7.074863897231331e-05,5,10,T4,1,9.484237003839048,44.75354285791197
job_028,gpu_unrestricted,combinatorial_difficulty,4,0.00026169508805962334,2,8,,1,9.15547913355132,57.36295391981349
job_029,gpu_restricted,combinatorial_difficulty,1,0.0002659788589734968,4,12,P100,1,7.218942200711304,55.08851713552918
job_030,gpu_restricted,combinatorial_difficulty,1,0.00026955241601117147,3,12,V100M32,1,6.6832561198957405,41.82324706951921
job_031,gpu_restricted,combinatorial_difficulty,2,0.00027366617340698175,4,8,V100M32,1,7.513703847184923,49.07990837422102
job_032,gpu_restricted,combinatorial_difficulty,2,0.00024317274486300894,4,14,V100M32,1,6.613817701171277,42.581437381905786
job_033,gpu_restricted,combinatorial_difficulty,2,0.00022983136390509397,4,14,T4,3,22.49945046689316,115.5344334484698
job_034,gpu_unrestricted,combinatorial_difficulty,3,0.0002524732508125288,4,9,,1,9.442286144917318,39.738262292506406
job_035,gpu_unrestricted,combinatorial_difficulty,4,7.344224257899321e-05,3,6,,1,7.381927125184013,50.02828657891095
job_036,gpu_unrestricted,combinatorial_difficulty,3,0.0005108648179982029,5,10,,2,13.636734163911612,110.15921131984095
job_037,gpu_restricted,combinatorial_difficulty,2,7.373100267504637e-05,3,10,T4,1,8.283674167791045,42.88769105830966
job_038,gpu_unrestricted,combinatorial_difficulty,2,0.0003353812029718002,4,13,,1,7.073586821366776,48.56417863543215
job_039,gpu_unrestricted,combinatorial_difficulty,1,7.618391069755625e-05,5,9,,1,7.6201156290273735,54.89955319875983
job_040,gpu_unrestricted,combinatorial_difficulty,2,0.0001365072402829693,3,10,,2,14.61024697646589,84.290179582468
job_041,gpu_restricted,combinatorial_difficulty,4,0.0002496440139973796,5,12,P100,1,7.096304886541787,47.207127161202536
job_042,gpu_unrestricted,combinatorial_difficulty,3,0.00023902534094464743,5,13,,1,8.15188800862303,49.4325374871067
job_043,gpu_unrestricted,combinatorial_difficulty,3,0.0003233949725796314,0,9,,1,8.84311059242021,53.07767284003407
job_044,gpu_unrestricted,combinatorial_difficulty,2,0.00026346941936293013,5,8,,1,8.809269956054335,42.32636832267895
job_045,gpu_unrestricted,combinatorial_difficulty,1,7.318757644655842e-05,3,11,,1,6.820631674722237,47.614095299179894
job_046,gpu_restricted,combinatorial_difficulty,2,0.000254278255032753,2,9,V100M32,1,7.2868605572883265,46.88364975173039
job_047,gpu_unrestricted,combinatorial_difficulty,2,0.00026908551600967375,5,14,,1,8.383946759327769,41.610760118047324
job_048,gpu_unrestricted,combinatorial_difficulty,2,0.0002701965751259148,3,14,,1,8.68375781187645,39.821470906106924
job_049,gpu_unrestricted,combinatorial_difficulty,1,6.873309328629424e-05,4,9,,1,6.740265626081233,45.138840428024565
job_050,gpu_restricted,combinatorial_difficulty,3,7.436204513615307e-05,4,7,T4,1,7.301798890753003,50.479759286336815
job_051,gpu_unrestricted,combinatorial_difficulty,2,6.432538433305946e-05,5,12,,1,8.011929723124613,47.59783303230302
job_052,gpu_unrestricted,combinatorial_difficulty,1,7.03846904359064e-05,5,10,,1,9.442539622967457,54.63138994003916
job_053,gpu_unrestricted,combinatorial_difficulty,1,0.000260229038638385,5,11,,1,7.984623570146538,49.0836465926364
job_054,gpu_restricted,combinatorial_difficulty,2,7.084696017476528e-05,3,10,T4,1,6.882256954574293,55.42073191184008
job_055,gpu_unrestricted,combinatorial_difficulty,1,0.00024010827476052182,5,15,,1,8.796740792290395,48.61735066393153
job_056,gpu_unrestricted,combinatorial_difficulty,2,6.45384871579414e-05,5,13,,1,7.003500007595246,42.364481583561805
job_057,gpu_restricted,combinatorial_difficulty,1,6.910600894362927e-05,5,9,T4,1,8.312790184916356,54.53929310265226
job_058,gpu_restricted,combinatorial_difficulty,1,0.00015234826677607466,4,15,T4,2,17.617328068667952,85.8529410855202
job_059,gpu_unrestricted,combinatorial_difficulty,2,7.15890125347794e-05,4,9,,1,7.436751185545631,40.805309696172685
