job_id,category,workload_family,assigned_cluster,cluster_role,cluster_gpu_type,start_hour,duration,power,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
synthetic_00027,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,3,0.00025,,1,24.2,91.0
synthetic_00037,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00015,,1,3.152,5.46875
synthetic_00045,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,15,0.00035,,1,11.908,46.0
synthetic_00172,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00025,,1,12.0,16.0
synthetic_00177,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00035,G2,1,11.3,48.0
synthetic_00278,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00025,,1,3.152,5.46875
synthetic_00296,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00035,,1,8.0,29.8017578125
synthetic_00297,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00025,,1,3.152,5.46875
synthetic_00320,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00015,,1,11.3,48.0
synthetic_00366,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,8,0.00025,,1,16.0,64.0
synthetic_00382,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,7,7e-05,,1,8.0,29.8017578125
synthetic_00387,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,7e-05,,1,3.152,5.46875
synthetic_00412,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,0,1,0.00025,P100,1,4.0,22.3515625
synthetic_00430,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,7e-05,,1,3.152,5.46875
synthetic_00448,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,5,0.00025,,1,9.81,40.5859375
synthetic_00462,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,3,0.00025,,1,12.0,32.0
synthetic_00504,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00035,,1,3.152,5.46875
synthetic_00565,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,2,0.00035,,1,11.4,47.0
synthetic_00575,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,0,1,0.00025,P100,1,11.908,46.0
synthetic_00582,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,11,7e-05,,1,12.0,24.0
synthetic_00601,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,2,0.00025,,1,11.908,46.0
synthetic_00653,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,2,7e-05,,1,11.908,46.0
synthetic_00766,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,6,0.00035,,1,11.3,48.0
synthetic_00843,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00025,,1,3.152,5.46875
synthetic_00848,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00035,G2,1,3.152,5.46875
synthetic_00861,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,5,0.00015,,1,4.0,24.0
synthetic_00879,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00025,,1,3.152,5.46875
