job_id,category,workload_family,assigned_cluster,cluster_role,cluster_gpu_type,start_hour,duration,power,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
synthetic_00628,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,0,1,0.00035,,1,4.0,24.0
synthetic_00904,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,0,1,7e-05,T4,1,16.0,64.0
synthetic_00042,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,16,0.00025,,1,12.0,15.0
synthetic_00045,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,15,0.00035,,1,11.908,46.0
synthetic_00151,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,2,7e-05,T4,1,3.152,5.46875
synthetic_00172,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,0.00025,,1,12.0,16.0
synthetic_00177,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,1,1,0.00035,G2,1,11.3,48.0
synthetic_00191,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,3,7e-05,T4,1,11.4,76.0
synthetic_00281,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,1,7e-05,T4,1,11.908,46.0
synthetic_00320,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,0.00015,,1,11.3,48.0
synthetic_00346,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,4,7e-05,T4,1,11.4,47.0
synthetic_00361,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,1,5,7e-05,P100|T4|V100M16|V100M32,1,11.9,76.0
synthetic_00412,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,1,1,0.00025,P100,1,4.0,22.3515625
synthetic_00430,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,7e-05,,1,3.152,5.46875
synthetic_00489,training,training,cluster_v100m16,alibaba_gpu_type_pool,V100M16,1,3,0.00025,V100M16|V100M32,1,15.7,57.0
synthetic_00500,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,12,7e-05,T4,1,4.152,10.3515625
synthetic_00566,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,7e-05,,1,3.152,5.46875
synthetic_00575,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,1,1,0.00025,P100,1,11.908,46.0
synthetic_00582,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,11,7e-05,,1,12.0,24.0
synthetic_00592,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,1,2,0.00025,P100|V100M16|V100M32,1,11.4,47.0
synthetic_00617,fine_tuning,fine_tuning,cluster_g3,alibaba_gpu_type_pool,G3,1,1,0.00035,G3,1,11.3,48.0
synthetic_00662,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,8,7e-05,T4,1,11.908,46.0
synthetic_00675,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,1,7e-05,T4,1,3.152,5.46875
synthetic_00744,training,training,cluster_v100m16,alibaba_gpu_type_pool,V100M16,1,4,0.00025,V100M16|V100M32,1,11.4,47.0
synthetic_00775,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,1,7e-05,T4,1,8.0,29.8017578125
synthetic_00848,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,1,1,0.00035,G2,1,3.152,5.46875
synthetic_00880,fine_tuning,fine_tuning,cluster_v100m32,alibaba_gpu_type_pool,V100M32,1,1,0.00025,V100M32,1,11.3,48.0
synthetic_00924,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,1,2,0.00035,G2,1,11.4,47.0
synthetic_00944,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,1,1,7e-05,T4,1,4.0,14.900390625
synthetic_00948,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,1,1,0.00025,,1,3.152,5.46875
synthetic_00961,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,0.00035,,1,3.152,5.46875
synthetic_00964,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,1,1,7e-05,,1,3.152,5.46875
synthetic_00037,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00015,,1,3.152,5.46875
synthetic_00083,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,2,1,0.00025,,1,24.2,91.0
synthetic_00140,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00035,,1,11.4,47.0
synthetic_00296,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00035,,1,8.0,29.8017578125
synthetic_00297,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00025,,1,3.152,5.46875
synthetic_00307,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00025,,1,11.4,47.0
synthetic_00350,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,2,2,7e-05,T4,1,11.4,47.0
synthetic_00382,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,7,7e-05,,1,8.0,29.8017578125
synthetic_00512,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,2,1,0.00025,,1,11.3,48.0
synthetic_00536,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00025,,1,3.152,5.46875
synthetic_00555,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,2,2,7e-05,T4,1,11.3,48.0
synthetic_00653,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,2,7e-05,,1,11.908,46.0
synthetic_00766,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,6,0.00035,,1,11.3,48.0
synthetic_00788,fine_tuning,fine_tuning,cluster_p100,alibaba_gpu_type_pool,P100,2,1,0.00025,P100,1,11.908,46.0
synthetic_00815,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,2,0.00025,,1,11.4,76.0
synthetic_00861,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,5,0.00015,,1,4.0,24.0
synthetic_00879,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,1,0.00025,,1,3.152,5.46875
synthetic_00889,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,2,0.00025,,1,3.152,5.46875
synthetic_00966,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,2,3,7e-05,,1,15.7,57.0
synthetic_00018,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,1,0.00035,,1,11.4,47.0
synthetic_00078,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,3,1,0.00015,,1,11.908,46.0
synthetic_00081,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,1,7e-05,,1,3.152,5.46875
synthetic_00091,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,3,1,0.00035,,1,8.0,29.8017578125
synthetic_00118,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,3,1,0.00035,G2,1,3.152,5.46875
synthetic_00184,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,1,0.00035,,1,3.152,5.46875
synthetic_00448,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,5,0.00025,,1,9.81,40.5859375
synthetic_00462,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,3,0.00025,,1,12.0,32.0
synthetic_00499,preprocessing,preprocessing,cluster_v100m16,alibaba_gpu_type_pool,V100M16,3,1,0.00035,,1,3.152,5.46875
synthetic_00601,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,2,0.00025,,1,11.908,46.0
synthetic_00701,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,3,2,0.00035,,1,11.4,47.0
synthetic_00709,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,3,2,0.00025,,1,11.3,37.0
synthetic_00721,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,3,2,0.00035,G2,1,16.0,32.0
synthetic_00052,training,training,cluster_v100m32,alibaba_gpu_type_pool,V100M32,4,2,0.00025,V100M16|V100M32,1,11.4,47.0
synthetic_00144,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,3,0.00025,,1,9.81,40.5859375
synthetic_00198,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,4,1,0.00025,,1,18.708,63.0
synthetic_00224,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,1,0.00025,,1,3.152,5.46875
synthetic_00366,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,8,0.00025,,1,16.0,64.0
synthetic_00399,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,4,1,7e-05,T4,1,8.0,29.8017578125
synthetic_00513,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,4,0.00025,,1,11.908,46.0
synthetic_00686,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,2,0.00025,,1,3.152,5.46875
synthetic_00756,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,4,3,0.00035,G2,1,8.0,16.0
synthetic_00866,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,4,1,0.00035,,1,3.152,5.46875
synthetic_00905,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,4,2,0.00035,,1,11.3,48.0
synthetic_00058,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,5,2,7e-05,T4,1,11.908,46.0
synthetic_00103,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,5,1,0.00035,,1,3.152,5.46875
synthetic_00278,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00025,,1,3.152,5.46875
synthetic_00335,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00035,,1,3.152,5.46875
synthetic_00347,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,5,11,0.00025,,1,14.2,57.0
synthetic_00405,preprocessing,preprocessing,cluster_p100,alibaba_gpu_type_pool,P100,5,1,0.00025,P100|V100M16|V100M32,1,11.4,47.0
synthetic_00437,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,5,1,7e-05,,1,11.3,48.0
synthetic_00504,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00035,,1,3.152,5.46875
synthetic_00576,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00035,,1,4.0,14.900390625
synthetic_00655,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00035,,1,11.3,48.0
synthetic_00658,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,5,0.00025,,1,15.7,57.0
synthetic_00659,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00035,,1,16.0,32.0
synthetic_00809,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,7e-05,,1,11.3,48.0
synthetic_00829,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,5,1,7e-05,T4,1,3.152,5.46875
synthetic_00843,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,5,1,0.00025,,1,3.152,5.46875
synthetic_00926,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,5,1,0.00025,,1,3.152,5.46875
synthetic_00119,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,6,1,7e-05,T4,1,3.152,5.46875
synthetic_00387,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,6,1,7e-05,,1,3.152,5.46875
synthetic_00426,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,6,1,0.00015,,1,12.0,16.0
synthetic_00463,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,6,1,0.00025,,1,11.908,46.0
synthetic_00569,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,6,3,0.00025,,1,16.0,64.0
synthetic_00572,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,6,1,7e-05,,1,3.152,5.46875
synthetic_00610,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,6,1,7e-05,T4,1,11.3,48.0
synthetic_00634,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,6,5,7e-05,,1,15.2,79.0
synthetic_00681,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,6,14,0.00035,G2,1,11.4,47.0
synthetic_00738,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,6,3,7e-05,T4,1,16.0,32.0
synthetic_00017,preprocessing,preprocessing,cluster_v100m32,alibaba_gpu_type_pool,V100M32,7,1,0.00025,,1,4.0,29.8017578125
synthetic_00027,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,7,3,0.00025,,1,24.2,91.0
synthetic_00137,preprocessing,preprocessing,cluster_t4,alibaba_gpu_type_pool,T4,7,2,0.00015,,1,6.0,6.0
synthetic_00357,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,7,11,0.00035,,1,3.152,5.46875
synthetic_00607,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,7,1,0.00015,,1,4.0,29.8017578125
synthetic_00736,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,7,3,7e-05,,1,24.2,91.0
synthetic_00975,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,7,5,0.00035,,1,4.0,24.0
synthetic_00111,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,8,1,0.00025,,1,3.152,5.46875
synthetic_00182,training,training,cluster_v100m32,alibaba_gpu_type_pool,V100M32,8,3,0.00025,V100M16|V100M32,1,15.7,57.0
synthetic_00294,fine_tuning,fine_tuning,cluster_t4,alibaba_gpu_type_pool,T4,8,1,7e-05,T4,1,11.3,48.0
synthetic_00450,fine_tuning,fine_tuning,cluster_g2,alibaba_gpu_type_pool,G2,8,1,0.00035,G2,1,11.4,47.0
synthetic_00492,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,8,1,7e-05,,1,14.2,57.0
synthetic_00548,preprocessing,preprocessing,cluster_g3,alibaba_gpu_type_pool,G3,8,2,0.00025,,1,16.0,32.0
synthetic_00565,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,8,2,0.00035,,1,11.4,47.0
synthetic_00767,preprocessing,preprocessing,cluster_g2,alibaba_gpu_type_pool,G2,8,2,0.00025,,1,3.152,5.46875
