hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.00042,0.01042,0.012504000000000001,0.012504000000000001,0.0,0.0,0.0,0.012504,65.0
1,0.01,1.2,0.0054800000000000005,0.01548000000000001,0.018576000000000016,0.018576000000000016,0.0,0.0,0.0,0.018576,65.0
2,0.01,1.2,0.006140000000000002,0.01614000000000001,0.01936800000000002,0.01936800000000002,0.0,0.0,0.0,0.019367999999999996,65.0
3,0.01,1.2,0.0065400000000000015,0.01654000000000001,0.019848000000000022,0.019848000000000022,0.0,0.0,0.0,0.019847999999999998,65.0
4,0.01,1.2,0.006409999999999998,0.016410000000000004,0.01969200000000001,0.01969200000000001,0.0,0.0,0.0,0.019692,65.0
5,0.01,1.2,0.007779999999999998,0.017780000000000004,0.021336000000000018,0.021336000000000018,0.0,0.0,0.0,0.021336,65.0
6,0.01,1.2,0.004720000000000001,0.014720000000000009,0.01766400000000001,0.01766400000000001,0.0,0.0,0.0,0.017664,65.0
7,0.01,1.2,0.00479,0.014790000000000006,0.017748000000000007,0.017748000000000007,0.0,0.0,0.0,0.017748,65.0
8,0.01,1.2,0.00538,0.015380000000000007,0.018456000000000014,0.018456000000000014,0.0,0.0,0.0,0.018456,65.0
9,0.01,1.2,0.0065699999999999995,0.01657,0.019884000000000013,0.019884000000000013,0.0,0.0,0.0,0.019884,65.0
10,0.01,1.2,0.0068299999999999975,0.016830000000000005,0.020196000000000013,0.020196000000000013,0.0,0.0,0.0,0.020196,65.0
11,0.01,1.2,0.005339999999999999,0.015340000000000005,0.018408000000000008,0.018408000000000008,0.0,0.0,0.0,0.018408,65.0
12,0.01,1.2,0.006069999999999999,0.016070000000000008,0.019284000000000013,0.019284000000000013,0.0,0.0,0.0,0.019284,65.0
13,0.01,1.2,0.00502,0.015020000000000007,0.01802400000000001,0.01802400000000001,0.0,0.0,0.0,0.018024,65.0
14,0.01,1.2,0.006759999999999999,0.016760000000000008,0.02011200000000002,0.02011200000000002,0.0,0.0,0.0,0.020111999999999998,65.0
15,0.01,1.2,0.00569,0.015690000000000003,0.01882800000000001,0.01882800000000001,0.0,0.0,0.0,0.018827999999999998,65.0
16,0.01,1.2,0.004110000000000001,0.014110000000000003,0.01693200000000001,0.01693200000000001,0.0,0.0,0.0,0.016932,65.0
17,0.01,1.2,0.0034600000000000004,0.013460000000000001,0.016152000000000003,0.016152000000000003,0.0,0.0,0.0,0.016152,65.0
18,0.01,1.2,0.004710000000000001,0.014710000000000003,0.017652000000000004,0.017652000000000004,0.0,0.0,0.0,0.017652,65.0
19,0.01,1.2,0.0031800000000000005,0.013180000000000002,0.015816000000000004,0.015816000000000004,0.0,0.0,0.0,0.015816,65.0
20,0.01,1.2,0.00202,0.012020000000000005,0.014424000000000005,0.014424000000000005,0.0,0.0,0.0,0.014424000000000001,65.0
21,0.01,1.2,0.0030800000000000007,0.013080000000000003,0.015696,0.015696,0.0,0.0,0.0,0.015695999999999998,65.0
22,0.01,1.2,0.00183,0.011830000000000002,0.014196000000000004,0.014196000000000004,0.0,0.0,0.0,0.014196,65.0
23,0.01,1.2,0.00198,0.011980000000000003,0.014376000000000003,0.014376000000000003,0.0,0.0,0.0,0.014376,65.0
24,0.01,1.2,0.00106,0.011060000000000002,0.013272000000000003,0.013272000000000003,0.0,0.0,0.0,0.013272,85.0
25,0.01,1.2,0.00106,0.011060000000000002,0.013272000000000003,0.013272000000000003,0.005,0.004999999999999998,1.734723475976807e-18,0.008272000000000002,85.0
26,0.01,1.2,0.00124,0.011240000000000002,0.013488000000000002,0.013488000000000002,0.01,0.01,0.0,0.0034879999999999993,85.0
27,0.01,1.2,0.0032900000000000013,0.013290000000000008,0.01594800000000001,0.01594800000000001,0.016,0.015948,5.199999999999996e-05,0.0,85.0
