job_id,hidden_cluster,hidden_start,duration
job_000,cluster_g2,2,1
job_001,cluster_v100m32,3,2
job_002,cluster_p100,13,2
job_003,cluster_g2,12,3
job_004,cluster_g2,11,2
job_005,cluster_g2,11,1
job_006,cluster_t4,2,2
job_007,cluster_p100,10,2
job_008,cluster_p100,6,2
job_009,cluster_t4,8,1
job_010,cluster_v100m32,4,3
job_011,cluster_g2,14,1
job_012,cluster_t4,10,2
job_013,cluster_g2,12,4
job_014,cluster_p100,3,2
job_015,cluster_v100m32,0,3
job_016,cluster_p100,0,2
job_017,cluster_g2,2,3
job_018,cluster_v100m32,13,1
job_019,cluster_v100m32,7,2
job_020,cluster_g2,4,4
job_021,cluster_t4,12,2
job_022,cluster_t4,9,1
job_023,cluster_t4,4,3
job_024,cluster_t4,14,2
job_025,cluster_t4,8,4
job_026,cluster_g2,2,4
job_027,cluster_t4,0,2
job_028,cluster_g2,6,3
job_029,cluster_p100,8,2
job_030,cluster_v100m32,9,2
job_031,cluster_g2,14,2
job_032,cluster_p100,8,3
job_033,cluster_v100m32,11,2
job_034,cluster_v100m32,0,4
job_035,cluster_t4,7,2
job_036,cluster_g2,9,2
job_037,cluster_v100m32,13,3
job_038,cluster_g2,0,2
job_039,cluster_g2,8,3
job_040,cluster_g2,12,1
job_041,cluster_p100,2,4
job_042,cluster_v100m32,14,2
job_043,cluster_p100,15,1
job_044,cluster_t4,7,1
job_045,cluster_g2,3,3
job_046,cluster_g2,0,2
