hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
1,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
2,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
3,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
4,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
5,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
6,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
7,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
8,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.0,0.0,0.0,0.0123,65.0
9,0.01,1.2,0.0006000000000000001,0.0106,0.01272,0.01272,0.0,0.0,0.0,0.01272,65.0
10,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
11,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
12,0.01,1.2,0.00031999999999999997,0.010320000000000001,0.012384000000000001,0.012384000000000001,0.0,0.0,0.0,0.012384000000000001,65.0
13,0.01,1.2,0.0005,0.0105,0.0126,0.0126,0.0,0.0,0.0,0.0126,65.0
14,0.01,1.2,0.0005,0.0105,0.0126,0.0126,0.0,0.0,0.0,0.0126,65.0
15,0.01,1.2,0.0005,0.0105,0.0126,0.0126,0.0,0.0,0.0,0.0126,65.0
16,0.01,1.2,0.00025,0.01025,0.0123,0.0123,0.0,0.0,0.0,0.0123,65.0
17,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
18,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
19,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
20,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
21,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
22,0.01,1.2,0.00015,0.010150000000000001,0.01218,0.01218,0.0,0.0,0.0,0.01218,65.0
23,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,65.0
24,0.01,1.2,0.0,0.01,0.012,0.012,0.0,0.0,0.0,0.012,85.0
25,0.01,1.2,0.0,0.01,0.012,0.012,0.005,0.005,0.0,0.007,85.0
26,0.01,1.2,0.0,0.01,0.012,0.012,0.01,0.01,0.0,0.002,85.0
27,0.01,1.2,0.00015,0.010150000000000001,0.01218,0.01218,0.016,0.01218,0.0038200000000000005,0.0,85.0
28,0.01,1.2,0.0,0.01,0.012,0.012,0.021,0.012,0.009000000000000001,0.0,85.0
