hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.0,1.2,0.000803838636852863,0.000803838636852863,0.0009646063642234356,0.0009646063642234356,0.0001608,0.0001608,0.0,0.0008038063642234355,105.0
1,0.0,1.2,0.001115221099983851,0.001115221099983851,0.0013382653199806212,0.0013382653199806212,0.0001608,0.0001608,0.0,0.001177465319980621,105.0
2,0.0,1.2,0.0010343177139102825,0.0010343177139102825,0.0012411812566923389,0.0012411812566923389,0.0001608,0.0001608,0.0,0.0010803812566923389,105.0
3,0.0,1.2,0.0014249018550947332,0.0014249018550947332,0.0017098822261136797,0.0017098822261136797,0.0001608,0.0001608,0.0,0.0015490822261136755,105.0
4,0.0,1.2,0.0015888704781004998,0.0015888704781004998,0.0019066445737205995,0.0019066445737205995,0.0001608,0.0001608,0.0,0.0017458445737205959,105.0
5,0.0,1.2,0.002587497549508643,0.002587497549508643,0.003104997059410371,0.003104997059410371,0.0017688000000000003,0.0017688000000000003,0.0,0.0013361970594103708,46.666666666666664
6,0.0,1.2,0.0025521989914138845,0.0025521989914138845,0.0030626387896966613,0.0030626387896966613,0.0017688000000000003,0.0017688000000000003,0.0,0.0012938387896966608,46.666666666666664
7,0.0,1.2,0.002517458723289859,0.002517458723289859,0.0030209504679478308,0.0030209504679478308,0.0017688000000000003,0.0017688000000000003,0.0,0.0012521504679478279,46.666666666666664
8,0.0,1.2,0.0024857416528743744,0.0024857416528743744,0.0029828899834492494,0.0029828899834492494,0.0017688000000000003,0.0017688000000000003,0.0,0.0012140899834492491,46.666666666666664
9,0.0,1.2,0.002387535693710223,0.002387535693710223,0.0028650428324522676,0.0028650428324522676,0.0017688000000000003,0.0017688000000000003,0.0,0.0010962428324522672,46.666666666666664
10,0.0,1.2,0.0017420560850818323,0.0017420560850818323,0.0020904673020981984,0.0020904673020981984,0.0001608,0.0001608,0.0,0.0019296673020981984,105.0
11,0.0,1.2,0.0005213000563601027,0.0005213000563601027,0.0006255600676321233,0.0006255600676321233,0.0001608,0.0001608,0.0,0.00046476006763212325,105.0
12,0.0,1.2,0.0006941050052763117,0.0006941050052763117,0.0008329260063315742,0.0008329260063315742,0.0001608,0.0001608,0.0,0.000672126006331574,105.0
13,0.0,1.2,0.0012954771570805402,0.0012954771570805402,0.0015545725884966485,0.0015545725884966485,0.0001608,0.0001608,0.0,0.0013937725884966483,105.0
14,0.0,1.2,0.00156887513212407,0.00156887513212407,0.001882650158548884,0.001882650158548884,0.0001608,0.0001608,0.0,0.001721850158548884,105.0
15,0.0,1.2,0.0009329687571907096,0.0009329687571907096,0.0011195625086288512,0.0011195625086288512,0.0001608,0.0001608,0.0,0.0009587625086288495,105.0
