job_id,hidden_cluster,hidden_start,duration
job_000,cluster_v100m32,4,3
job_001,cluster_g2,13,2
job_002,cluster_v100m32,0,3
job_003,cluster_g2,7,1
job_004,cluster_g2,11,2
job_005,cluster_g2,11,1
job_006,cluster_g2,3,3
job_007,cluster_t4,10,3
job_008,cluster_p100,8,4
job_009,cluster_g2,1,2
job_010,cluster_g2,1,4
job_011,cluster_g2,8,1
job_012,cluster_p100,12,4
job_013,cluster_t4,6,2
job_014,cluster_g2,3,2
job_015,cluster_t4,8,2
job_016,cluster_g2,0,2
job_017,cluster_v100m32,9,1
job_018,cluster_g2,13,2
job_019,cluster_v100m32,15,1
job_020,cluster_g2,12,4
job_021,cluster_g2,10,1
job_022,cluster_t4,3,3
job_023,cluster_v100m32,10,4
job_024,cluster_p100,1,2
job_025,cluster_g2,5,3
job_026,cluster_v100m32,11,2
job_027,cluster_t4,13,2
job_028,cluster_p100,2,4
job_029,cluster_v100m32,3,3
job_030,cluster_g2,5,2
job_031,cluster_v100m32,7,2
job_032,cluster_g2,9,2
job_033,cluster_p100,5,3
job_034,cluster_t4,6,2
job_035,cluster_t4,2,1
job_036,cluster_v100m32,14,1
job_037,cluster_t4,1,2
job_038,cluster_v100m32,3,1
job_039,cluster_g2,15,1
job_040,cluster_g2,15,1
job_041,cluster_g2,9,2
