job_id,hidden_cluster,hidden_start,duration
job_000,cluster_g2,12,1
job_001,cluster_p100,12,3
job_002,cluster_t4,10,3
job_003,cluster_v100m32,11,3
job_004,cluster_g2,11,3
job_005,cluster_g2,0,2
job_006,cluster_g2,13,2
job_007,cluster_p100,6,4
job_008,cluster_p100,1,3
job_009,cluster_v100m32,0,3
job_010,cluster_p100,15,1
job_011,cluster_p100,8,1
job_012,cluster_v100m32,3,4
job_013,cluster_t4,1,1
job_014,cluster_v100m32,8,2
job_015,cluster_g2,7,2
job_016,cluster_v100m32,14,2
job_017,cluster_p100,4,2
job_018,cluster_t4,6,1
job_019,cluster_p100,10,2
job_020,cluster_g2,9,4
job_021,cluster_g2,0,2
job_022,cluster_g2,5,2
job_023,cluster_p100,7,1
job_024,cluster_t4,2,1
job_025,cluster_g2,3,2
job_026,cluster_v100m32,7,1
job_027,cluster_g2,10,1
job_028,cluster_g2,14,2
job_029,cluster_t4,7,4
job_030,cluster_p100,0,1
job_031,cluster_t4,2,2
job_032,cluster_g2,0,3
job_033,cluster_t4,13,3
job_034,cluster_t4,4,2
job_035,cluster_t4,12,1
job_036,cluster_p100,5,2
job_037,cluster_g2,0,2
job_038,cluster_v100m32,0,3
job_039,cluster_g2,15,1
job_040,cluster_t4,7,3
job_041,cluster_v100m32,4,2
job_042,cluster_t4,0,2
job_043,cluster_t4,11,2
job_044,cluster_p100,9,1
job_045,cluster_t4,0,1
job_046,cluster_v100m32,6,2
job_047,cluster_p100,1,3
job_048,cluster_g2,11,1
job_049,cluster_t4,3,1
job_050,cluster_v100m32,14,2
job_051,cluster_g2,5,2
job_052,cluster_g2,13,1
job_053,cluster_g2,2,1
job_054,cluster_g2,9,1
job_055,cluster_v100m32,8,1
job_056,cluster_g2,9,1
job_057,cluster_g2,15,1
job_058,cluster_t4,3,1
job_059,cluster_g2,2,1
