job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_unrestricted,combinatorial_difficulty,4,0.00026012442438694803,5,12,,1,9.131268360957957,49.014242012220016
job_001,gpu_unrestricted,combinatorial_difficulty,3,0.0002699751812988852,1,7,,1,6.649211445609552,54.25680794081522
job_002,gpu_unrestricted,combinatorial_difficulty,2,0.0007618060954684645,5,14,,2,13.417026173764839,105.32180824524971
job_003,gpu_restricted,combinatorial_difficulty,2,0.00033098119497863604,3,14,G2,1,7.226014422930639,38.748481645761984
job_004,gpu_restricted,combinatorial_difficulty,4,7.331864366675162e-05,4,8,T4,1,7.924506536951785,49.15272604510643
job_005,gpu_unrestricted,combinatorial_difficulty,3,0.0004815377828913117,2,8,,2,17.956266382616185,102.56826871607558
job_006,gpu_unrestricted,combinatorial_difficulty,3,0.00024263579999482952,5,9,,1,9.205570557813918,57.10766436913071
job_007,gpu_unrestricted,combinatorial_difficulty,3,0.00035739619331056797,3,10,,1,8.049040257074477,46.37603485629741
job_008,gpu_unrestricted,combinatorial_difficulty,2,0.0002366147022857994,4,8,,1,8.61119377144123,44.790419024397295
job_009,gpu_unrestricted,combinatorial_difficulty,3,0.0002293905587805883,4,11,,1,9.440892033590641,54.17854200933782
job_010,gpu_unrestricted,combinatorial_difficulty,4,0.00023405677138410268,5,11,,1,9.018723952050404,43.189739960636786
job_011,gpu_unrestricted,combinatorial_difficulty,3,0.00013590904300693629,3,10,,2,16.206365190763037,103.86315658852925
job_012,gpu_unrestricted,combinatorial_difficulty,4,6.664866633757328e-05,4,8,,1,6.471945737284154,54.35659000975415
job_013,gpu_unrestricted,combinatorial_difficulty,3,0.0010045328233514509,5,8,,3,20.455935588262722,146.57897098307586
job_014,gpu_unrestricted,combinatorial_difficulty,1,6.459610002145895e-05,0,9,,1,9.197642853155465,46.98215740807525
job_015,gpu_unrestricted,combinatorial_difficulty,2,0.00032699908915726855,2,10,,1,8.374769292932854,43.807094776350446
job_016,gpu_unrestricted,combinatorial_difficulty,3,0.00048189741815943596,5,11,,2,17.570233282274593,76.96558735971567
job_017,gpu_unrestricted,combinatorial_difficulty,1,0.00027285360407074724,6,12,,1,7.996778037073125,49.43993276695641
job_018,gpu_unrestricted,combinatorial_difficulty,3,6.517682054070751e-05,0,7,,1,7.039590699383808,41.105543799877005
job_019,gpu_unrestricted,combinatorial_difficulty,1,7.112781549155207e-05,1,11,,1,8.301987696877612,52.26870246254188
job_020,gpu_unrestricted,combinatorial_difficulty,3,0.0004781781771453047,5,8,,2,13.579216225666492,87.32769305280065
job_021,gpu_restricted,combinatorial_difficulty,4,0.0002302530277639321,1,8,P100,1,7.629259737763191,44.12134736881269
job_022,gpu_unrestricted,combinatorial_difficulty,3,7.597382770156165e-05,1,7,,1,7.009919078153675,45.82472364084354
job_023,gpu_restricted,combinatorial_difficulty,1,0.00025485177717609654,8,15,P100,1,8.287729070588533,49.98783787119534
job_024,gpu_unrestricted,combinatorial_difficulty,1,0.00047009630018889184,0,11,,2,16.794723262608173,105.6097224278172
job_025,gpu_unrestricted,combinatorial_difficulty,3,0.00026806876376859513,3,13,,1,8.409017098105071,49.87299674512335
job_026,gpu_unrestricted,combinatorial_difficulty,2,0.0002608351817939494,4,10,,1,7.996631875391565,42.580646621460076
job_027,gpu_unrestricted,combinatorial_difficulty,2,0.00035537180693892437,4,12,,1,9.200109537625602,48.381235425364714
job_028,gpu_unrestricted,combinatorial_difficulty,2,7.34238551563992e-05,1,9,,1,8.585150483404805,56.55915301841928
job_029,gpu_unrestricted,combinatorial_difficulty,1,0.00025761147961534634,3,15,,1,7.57548511969307,52.86765206046673
job_030,gpu_unrestricted,combinatorial_difficulty,2,0.00023711172144658173,0,9,,1,9.516748628287207,51.351703230019965
job_031,gpu_unrestricted,combinatorial_difficulty,4,6.997902185185769e-05,5,10,,1,6.50262318102123,44.48129722573991
job_032,gpu_unrestricted,combinatorial_difficulty,1,0.00025963242549686423,3,10,,1,6.479371871815847,54.12666861172228
job_033,gpu_unrestricted,combinatorial_difficulty,1,0.00014257869255348396,0,9,,2,14.388804420257047,97.75294402059362
job_034,gpu_unrestricted,combinatorial_difficulty,2,7.270389009061604e-05,1,6,,1,7.3061895242678485,43.85206565984236
job_035,gpu_unrestricted,combinatorial_difficulty,3,7.247196370394181e-05,3,9,,1,9.04674979330246,44.226879866847696
job_036,gpu_restricted,combinatorial_difficulty,2,0.0003730084478792118,0,8,G2,1,6.714405532617391,43.30978970639921
job_037,gpu_unrestricted,combinatorial_difficulty,1,6.820847947499349e-05,0,6,,1,8.115497929943208,55.111823263453786
job_038,gpu_unrestricted,combinatorial_difficulty,1,6.660254095548787e-05,3,10,,1,8.322811669906253,39.43875071848491
job_039,gpu_unrestricted,combinatorial_difficulty,2,6.970029149061364e-05,3,14,,1,6.807382873409868,45.32864908874638
job_040,gpu_unrestricted,combinatorial_difficulty,1,0.00023439660108610146,5,11,,1,7.71538019383937,48.34422436660405
job_041,gpu_unrestricted,combinatorial_difficulty,1,0.00024295388731533304,4,15,,1,8.384462561857942,46.645750633950634
job_042,gpu_unrestricted,combinatorial_difficulty,1,0.00026133325835457096,2,9,,1,6.853322170411441,46.24274522205153
job_043,gpu_unrestricted,combinatorial_difficulty,1,7.31992532351896e-05,4,13,,1,9.0989413875775,39.53523288852685
job_044,gpu_unrestricted,combinatorial_difficulty,1,0.0002506961557075139,3,11,,1,9.498795865684153,44.17406682900913
job_045,gpu_unrestricted,combinatorial_difficulty,3,6.905487278306981e-05,10,13,,1,6.904243551904614,39.76523482716746
job_046,gpu_restricted,combinatorial_difficulty,2,0.0002463103693536132,0,8,P100,1,7.1848317782440745,40.59043029437524
job_047,gpu_unrestricted,combinatorial_difficulty,1,6.303362780198518e-05,0,10,,1,6.78929854454637,55.32292502807452
job_048,gpu_unrestricted,combinatorial_difficulty,1,0.0001500010247793066,0,11,,2,14.660750350546556,82.54719884876047
job_049,gpu_unrestricted,combinatorial_difficulty,1,0.00025307018584846237,3,15,,1,6.494904562726136,48.23601680046584
job_050,gpu_unrestricted,combinatorial_difficulty,1,7.207932853761375e-05,3,11,,1,7.452690432452109,43.38603659597685
job_051,gpu_unrestricted,combinatorial_difficulty,1,7.406729279599225e-05,0,10,,1,8.672356716896648,52.14731633947479
job_052,gpu_unrestricted,combinatorial_difficulty,1,0.0002447792067964754,4,9,,1,8.261591850907529,43.26447827986005
job_053,gpu_unrestricted,combinatorial_difficulty,1,6.773375781591212e-05,4,15,,1,7.303886879387108,43.83459640524122
job_054,gpu_unrestricted,combinatorial_difficulty,1,7.509477025031371e-05,9,15,,1,7.2522408570770445,39.2915237166989
job_055,gpu_restricted,combinatorial_difficulty,1,0.0002289305507749475,4,8,V100M32,1,8.004748524101053,38.739931030950046
job_056,gpu_unrestricted,combinatorial_difficulty,1,0.00022592550692689104,4,14,,1,8.226129361709202,41.307999713696326
job_057,gpu_unrestricted,combinatorial_difficulty,1,6.837994771564217e-05,5,15,,1,7.085581301919066,44.02063227653568
job_058,gpu_unrestricted,combinatorial_difficulty,1,6.336464525138571e-05,10,13,,1,7.874268261114386,41.198073291506574
job_059,gpu_unrestricted,combinatorial_difficulty,1,0.0002289514815343938,3,10,,1,6.964539595722699,39.34265903850753
