hour,baseline_load,pue,flexible_load,it_load,total_load,facility_load,renewable_available,renewable_consumption,renewable_curtailment,grid_consumption,grid_price
0,0.01,1.2,0.00099,0.010990000000000002,0.013188000000000002,0.013188000000000002,0.0,0.0,0.0,0.013188,65.0
1,0.01,1.2,0.004219999999999999,0.014220000000000009,0.01706400000000001,0.01706400000000001,0.0,0.0,0.0,0.017064,65.0
2,0.01,1.2,0.004110000000000001,0.014110000000000006,0.01693200000000001,0.01693200000000001,0.0,0.0,0.0,0.016932,65.0
3,0.01,1.2,0.004530000000000001,0.014530000000000006,0.01743600000000001,0.01743600000000001,0.0,0.0,0.0,0.017436,65.0
4,0.01,1.2,0.0049900000000000005,0.014990000000000005,0.01798800000000001,0.01798800000000001,0.0,0.0,0.0,0.017988,65.0
5,0.01,1.2,0.00484,0.014840000000000004,0.017808000000000008,0.017808000000000008,0.0,0.0,0.0,0.017808,65.0
6,0.01,1.2,0.00516,0.015160000000000005,0.018192000000000007,0.018192000000000007,0.0,0.0,0.0,0.018192,65.0
7,0.01,1.2,0.004670000000000001,0.014670000000000004,0.017604000000000005,0.017604000000000005,0.0,0.0,0.0,0.017603999999999998,65.0
8,0.01,1.2,0.007279999999999998,0.017280000000000007,0.02073600000000002,0.02073600000000002,0.0,0.0,0.0,0.020736,65.0
9,0.01,1.2,0.007089999999999998,0.017090000000000004,0.020508000000000016,0.020508000000000016,0.0,0.0,0.0,0.020508,65.0
10,0.01,1.2,0.00617,0.016170000000000007,0.01940400000000002,0.01940400000000002,0.0,0.0,0.0,0.019403999999999998,65.0
11,0.01,1.2,0.004870000000000001,0.014870000000000003,0.01784400000000001,0.01784400000000001,0.0,0.0,0.0,0.017844,65.0
12,0.01,1.2,0.0053100000000000005,0.015310000000000006,0.01837200000000001,0.01837200000000001,0.0,0.0,0.0,0.018372,65.0
13,0.01,1.2,0.003660000000000001,0.013660000000000004,0.016392000000000007,0.016392000000000007,0.0,0.0,0.0,0.016392,65.0
14,0.01,1.2,0.003910000000000001,0.013910000000000004,0.016692000000000005,0.016692000000000005,0.0,0.0,0.0,0.016692,65.0
15,0.01,1.2,0.00494,0.014940000000000004,0.01792800000000001,0.01792800000000001,0.0,0.0,0.0,0.017928,65.0
16,0.01,1.2,0.00426,0.014260000000000004,0.017112000000000006,0.017112000000000006,0.0,0.0,0.0,0.017112,65.0
17,0.01,1.2,0.00394,0.013940000000000003,0.016728000000000003,0.016728000000000003,0.0,0.0,0.0,0.016728,65.0
18,0.01,1.2,0.0031900000000000006,0.013190000000000002,0.015828000000000002,0.015828000000000002,0.0,0.0,0.0,0.015828,65.0
19,0.01,1.2,0.004059999999999999,0.014060000000000005,0.016872,0.016872,0.0,0.0,0.0,0.016871999999999998,65.0
20,0.01,1.2,0.0015899999999999998,0.011590000000000005,0.013908,0.013908,0.0,0.0,0.0,0.013908,65.0
21,0.01,1.2,0.0013399999999999998,0.011340000000000005,0.013608,0.013608,0.0,0.0,0.0,0.013608,65.0
22,0.01,1.2,0.00194,0.011940000000000001,0.014328000000000002,0.014328000000000002,0.0,0.0,0.0,0.014328,65.0
23,0.01,1.2,0.00159,0.011590000000000001,0.013908000000000002,0.013908000000000002,0.0,0.0,0.0,0.013908,65.0
24,0.01,1.2,0.00099,0.010990000000000002,0.013188000000000002,0.013188000000000002,0.0,0.0,0.0,0.013188,85.0
25,0.01,1.2,0.00099,0.010990000000000002,0.013188000000000002,0.013188000000000002,0.005,0.005,0.0,0.008188,85.0
26,0.01,1.2,0.00117,0.011170000000000001,0.013404000000000001,0.013404000000000001,0.01,0.01,0.0,0.0034039999999999995,85.0
27,0.01,1.2,0.0032900000000000004,0.013290000000000008,0.01594800000000001,0.01594800000000001,0.016,0.015948,5.199999999999996e-05,0.0,85.0
