job_id,hidden_cluster,hidden_start,duration
job_000,cluster_g2,13,1
job_001,cluster_g2,7,3
job_002,cluster_g2,4,2
job_003,cluster_g2,4,2
job_004,cluster_g2,6,1
job_005,cluster_v100m32,8,3
job_006,cluster_g2,0,4
job_007,cluster_t4,11,3
job_008,cluster_p100,11,3
job_009,cluster_v100m32,0,3
job_010,cluster_p100,1,3
job_011,cluster_g2,12,1
job_012,cluster_p100,6,4
job_013,cluster_p100,14,2
job_014,cluster_g2,15,1
job_015,cluster_p100,4,2
job_016,cluster_t4,4,1
job_017,cluster_g2,5,4
job_018,cluster_g2,13,2
job_019,cluster_v100m32,3,4
job_020,cluster_t4,0,4
job_021,cluster_g2,10,1
job_022,cluster_p100,10,1
job_023,cluster_g2,11,1
job_024,cluster_t4,11,1
job_025,cluster_v100m32,13,3
job_026,cluster_g2,9,4
job_027,cluster_t4,6,4
job_028,cluster_g2,2,2
job_029,cluster_p100,0,3
job_030,cluster_g2,14,1
job_031,cluster_g2,7,2
job_032,cluster_v100m32,12,1
job_033,cluster_v100m32,11,1
job_034,cluster_t4,0,3
job_035,cluster_g2,0,2
job_036,cluster_p100,11,3
job_037,cluster_v100m32,7,1
job_038,cluster_t4,15,1
job_039,cluster_t4,5,1
job_040,cluster_g2,4,1
job_041,cluster_t4,12,3
job_042,cluster_t4,10,1
job_043,cluster_g2,10,1
job_044,cluster_v100m32,13,3
job_045,cluster_t4,6,3
job_046,cluster_t4,14,1
job_047,cluster_v100m32,3,3
job_048,cluster_g2,9,1
job_049,cluster_t4,9,2
job_050,cluster_g2,13,1
job_051,cluster_t4,3,1
job_052,cluster_p100,0,1
job_053,cluster_t4,14,2
