job_id,hidden_cluster,hidden_start,duration
job_000,cluster_g2,0,3
job_001,cluster_t4,10,3
job_002,cluster_v100m32,9,2
job_003,cluster_t4,4,3
job_004,cluster_t4,7,3
job_005,cluster_g2,15,1
job_006,cluster_g2,12,1
job_007,cluster_t4,14,2
job_008,cluster_v100m32,5,3
job_009,cluster_p100,10,2
job_010,cluster_g2,5,3
job_011,cluster_t4,0,2
job_012,cluster_v100m32,0,4
job_013,cluster_p100,7,3
job_014,cluster_p100,12,2
job_015,cluster_v100m32,12,3
job_016,cluster_g2,3,1
job_017,cluster_g2,8,3
job_018,cluster_g2,13,2
job_019,cluster_v100m32,11,1
job_020,cluster_g2,15,1
job_021,cluster_g2,11,1
job_022,cluster_g2,13,2
job_023,cluster_g2,0,3
job_024,cluster_t4,3,4
job_025,cluster_t4,1,2
job_026,cluster_g2,12,1
job_027,cluster_t4,3,1
job_028,cluster_p100,6,3
job_029,cluster_t4,7,3
job_030,cluster_p100,1,3
job_031,cluster_t4,0,1
job_032,cluster_g2,4,1
job_033,cluster_p100,14,1
job_034,cluster_g2,4,1
job_035,cluster_p100,4,2
job_036,cluster_v100m32,12,3
job_037,cluster_t4,13,1
job_038,cluster_v100m32,8,1
job_039,cluster_p100,0,1
job_040,cluster_t4,2,1
job_041,cluster_v100m32,15,1
job_042,cluster_v100m32,2,2
job_043,cluster_g2,3,1
job_044,cluster_p100,0,4
job_045,cluster_v100m32,4,1
job_046,cluster_p100,15,1
job_047,cluster_t4,0,1
job_048,cluster_g2,0,3
job_049,cluster_g2,11,2
job_050,cluster_v100m32,8,4
job_051,cluster_v100m32,15,1
job_052,cluster_p100,14,1
job_053,cluster_v100m32,0,2
