job_id,category,workload_family,duration,power,earliest_start,latest_start,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_000,gpu_unrestricted,combinatorial_difficulty,3,0.0007655370160490781,0,8,,2,16.34419029815403,95.11547274154945
job_001,gpu_unrestricted,combinatorial_difficulty,3,0.000264201638103306,3,12,,1,6.746345437793055,51.19016431744462
job_002,gpu_unrestricted,combinatorial_difficulty,2,6.904960779667231e-05,3,9,,1,8.201305697459855,44.61648754989493
job_003,gpu_unrestricted,combinatorial_difficulty,3,0.0001457264218530724,4,8,,2,14.419486487432536,77.27910521140724
job_004,gpu_unrestricted,combinatorial_difficulty,3,6.80120733245884e-05,5,9,,1,9.368495278561369,56.98945633644786
job_005,gpu_unrestricted,combinatorial_difficulty,1,0.0004970784209675605,5,15,,2,14.040106371742173,114.6225335140895
job_006,gpu_unrestricted,combinatorial_difficulty,1,0.000361225735814834,5,14,,1,7.9025999097235085,38.446067347970036
job_007,gpu_unrestricted,combinatorial_difficulty,2,0.00026185092434186585,3,14,,1,9.265267226528266,47.971261791923915
job_008,gpu_restricted,combinatorial_difficulty,3,0.00025921082627176456,3,8,V100M32,1,9.356938644262206,53.35242734459231
job_009,gpu_restricted,combinatorial_difficulty,2,0.00023474246277475683,4,12,P100,1,8.662661005642441,41.424874889262995
job_010,gpu_unrestricted,combinatorial_difficulty,3,0.00020871021692444523,4,7,,3,25.123164789947076,159.7216030832372
job_011,gpu_restricted,combinatorial_difficulty,2,7.00350970931743e-05,0,8,T4,1,7.584434697468472,52.46614189948187
job_012,gpu_unrestricted,combinatorial_difficulty,4,0.00024038506382990715,0,7,,1,8.629382098528762,39.90655997385467
job_013,gpu_restricted,combinatorial_difficulty,3,0.00027470445377712614,3,8,P100,1,6.419486566444335,54.14113995102112
job_014,gpu_unrestricted,combinatorial_difficulty,2,0.0003315077748896105,4,12,,1,7.105811045749256,57.110649836152476
job_015,gpu_unrestricted,combinatorial_difficulty,3,0.0002585702580767002,3,13,,1,7.513599185819357,38.72409878377603
job_016,gpu_unrestricted,combinatorial_difficulty,1,0.0006729400168601809,1,9,,2,19.09743945493784,89.3332720222111
job_017,gpu_unrestricted,combinatorial_difficulty,3,0.00022888613672726,3,9,,3,27.314762783458825,140.1731093086488
job_018,gpu_unrestricted,combinatorial_difficulty,2,0.0002637169136242567,4,13,,1,8.81592234804378,56.563555594478274
job_019,gpu_restricted,combinatorial_difficulty,1,0.0002722888052482512,5,12,V100M32,1,9.033505594702468,44.839888145604355
job_020,gpu_unrestricted,combinatorial_difficulty,1,0.00022625400603580237,4,15,,1,7.709752017764412,49.59325751211213
job_021,gpu_unrestricted,combinatorial_difficulty,1,0.0010521808959222426,3,13,,3,24.73386517622388,118.20024640370545
job_022,gpu_unrestricted,combinatorial_difficulty,2,0.0005247293407506134,3,13,,2,13.757487096141086,106.5594620335987
job_023,gpu_unrestricted,combinatorial_difficulty,3,0.0002707189213578467,0,8,,1,7.94457479791901,43.652136151591655
job_024,gpu_restricted,combinatorial_difficulty,4,0.00013158259318570942,3,7,T4,2,14.874988754696028,107.50331825820263
job_025,gpu_restricted,combinatorial_difficulty,2,0.0001439247658406552,1,9,T4,2,17.568553381055818,84.81489111178175
job_026,gpu_unrestricted,combinatorial_difficulty,1,0.0007556882670834171,11,15,,2,16.902618828914477,86.58856170271585
job_027,gpu_unrestricted,combinatorial_difficulty,1,7.690102692345513e-05,3,10,,1,7.396553817215688,54.64521398097558
job_028,gpu_unrestricted,combinatorial_difficulty,3,7.177926768282102e-05,3,9,,1,9.225051089115185,40.281920920374674
job_029,gpu_unrestricted,combinatorial_difficulty,3,0.0001277698473803143,4,7,,2,17.8162467204473,98.1544543387696
job_030,gpu_unrestricted,combinatorial_difficulty,3,6.640012628960527e-05,0,5,,1,8.848418750385912,49.01981560542566
job_031,gpu_restricted,combinatorial_difficulty,1,7.69020209773529e-05,0,10,T4,1,7.910798762481364,54.38798596990164
job_032,gpu_unrestricted,combinatorial_difficulty,1,0.0005293950825948535,3,9,,2,18.799667816195768,93.8649473231919
job_033,gpu_restricted,combinatorial_difficulty,1,0.00025905325185024105,13,15,P100,1,8.723240980719908,53.20755064515987
job_034,gpu_unrestricted,combinatorial_difficulty,1,0.00037538630949332123,4,11,,1,8.238139221396525,49.001754347571804
job_035,gpu_unrestricted,combinatorial_difficulty,2,0.0002569421785541234,4,8,,1,8.04525541483126,56.63008818829057
job_036,gpu_unrestricted,combinatorial_difficulty,3,6.422960881037497e-05,6,13,,1,8.016807981208869,44.39492882032471
job_037,gpu_unrestricted,combinatorial_difficulty,1,0.00023072110444686227,3,15,,3,25.223982669180657,138.10850383632473
job_038,gpu_unrestricted,combinatorial_difficulty,1,0.00037181408277098656,5,9,,1,8.504058132910451,46.41505800360364
job_039,gpu_unrestricted,combinatorial_difficulty,1,7.130219704568987e-05,0,6,,1,8.293699737153274,48.56937435069261
job_040,gpu_restricted,combinatorial_difficulty,1,7.695193921219859e-05,0,9,T4,1,8.468735991867728,50.39111014766651
job_041,gpu_unrestricted,combinatorial_difficulty,1,0.00023013381121689752,5,15,,1,7.827025715020351,41.347347921194554
job_042,gpu_restricted,combinatorial_difficulty,2,0.0002480809270095596,0,10,V100M32,1,6.84623035867676,50.84183487220963
job_043,gpu_restricted,combinatorial_difficulty,1,0.0003472970311319899,3,10,G2,1,7.768531985696164,44.610969432933146
job_044,gpu_unrestricted,combinatorial_difficulty,4,0.0002610959723268777,0,7,,1,6.971366261040868,42.657847316996
job_045,gpu_unrestricted,combinatorial_difficulty,1,0.00023745870479592162,2,11,,1,8.025644638450915,50.114485330549385
job_046,gpu_unrestricted,combinatorial_difficulty,1,0.0003566996375082567,5,15,,1,9.48134015523472,44.910358081393056
job_047,gpu_unrestricted,combinatorial_difficulty,1,7.295684073022757e-05,0,10,,1,8.562070821799114,53.674819021029286
job_048,gpu_unrestricted,combinatorial_difficulty,3,0.00023792816223832837,0,8,,1,7.378168583271431,47.423770835457624
job_049,gpu_unrestricted,combinatorial_difficulty,2,7.641558840213685e-05,4,11,,1,6.512816429668968,38.669275759725124
job_050,gpu_unrestricted,combinatorial_difficulty,4,6.733965585063481e-05,4,9,,1,6.648915607368494,48.79448525132574
job_051,gpu_unrestricted,combinatorial_difficulty,1,0.0002313493434404588,5,15,,1,7.45787026357895,51.481094266050974
job_052,gpu_unrestricted,combinatorial_difficulty,1,0.00023603171819092618,5,14,,1,6.677781318046311,42.76780057523845
job_053,gpu_unrestricted,combinatorial_difficulty,2,7.209273407271617e-05,0,10,,1,6.869882006565295,45.4408576389779
