job_id,category,workload_family,assigned_cluster,cluster_role,cluster_gpu_type,start_hour,duration,power,gpu_type_required,gpu_count_required,cpu_required,memory_required_gb
job_006,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,0,4,0.0002654206923907135,,1,8.643544821120262,46.32611046034342
job_029,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,0,2,0.0003241301679944454,,1,7.3441894611766045,54.502736638591315
job_040,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,1,2,0.0002596235859388216,,1,8.673454805480148,50.01659580716115
job_041,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,1,1,0.00025652036954985425,,1,8.73503557879685,51.38074373527596
job_034,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,2,1,0.00023749767799051137,,1,9.544880508220238,43.32116695427541
job_000,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,3,2,0.0006537699057318651,,2,18.808278894911894,80.21185078921884
job_005,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,3,1,7.555274220199055e-05,,1,7.4838478540879025,55.29779754765004
job_014,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,3,2,6.648088878231555e-05,,1,8.53366156459198,56.314913337554486
job_038,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,3,1,0.0004848526796951004,,2,15.639648633603029,87.58938200945876
job_003,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,4,3,0.0001431156331214904,,2,17.930464597843034,114.99445938253508
job_013,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,4,2,0.0003215906370495736,,1,8.006744822409095,57.470655765341355
job_033,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,4,3,0.0002625776388791242,,1,7.712154222089979,40.28584844815599
job_037,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,4,3,0.00022738386979416765,,1,7.089606449309458,48.712823137006914
job_001,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,5,3,0.0003778161545036667,,1,7.214434200465716,46.736495828679054
job_012,gpu_restricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,5,2,7.60188458168158e-05,T4,1,7.232903385168288,49.44311021742657
job_015,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,5,3,0.00024487110686158,,1,8.0624904739858,44.6895760992573
job_016,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,5,3,0.00032760051326951987,,1,7.8550465572589445,48.58406704486487
job_024,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,5,3,0.00025453989732255315,,1,7.850831196154782,40.4825962602548
job_043,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,5,1,0.0003729048505076797,,1,7.889776055777796,38.9371248685348
job_009,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,6,2,0.0005253254612947951,,2,16.675762040978576,95.33324496447653
job_021,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,7,1,0.0002451933638638722,,1,8.004729356703395,39.21559594641443
job_027,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,7,3,0.00025476398989109805,,1,7.078523471808218,52.14249972222615
job_028,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,7,2,0.00027299039227755855,,1,8.348857926175079,44.504507952985335
job_002,gpu_restricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,8,1,0.00037388734581164337,G2,1,7.263373426321785,56.26968787398861
job_007,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,8,2,0.00023155090627324424,,1,7.359586238368897,42.14286468246947
job_020,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,8,1,0.0002609227267888494,,1,9.398858985913062,47.071779265082085
job_025,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,8,3,0.00023737265081009182,,1,7.542212990907367,42.28853300774216
job_031,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,8,2,0.0007624389585049865,,2,13.609701756552777,88.10533248791229
job_035,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,8,4,0.00026723080414017397,,1,6.52355493148481,50.712456309270024
job_004,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,9,3,0.0002667310342286408,,1,6.570514580299086,53.99511787278627
job_010,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,9,1,0.000147715626783716,,2,14.07309869254063,85.26384314406377
job_026,gpu_restricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,9,2,0.0003236140579062519,G2,1,6.657370992494188,49.17969387635476
job_032,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,9,2,6.528994018582185e-05,,1,8.940356915274208,56.41507096144606
job_047,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,9,3,6.754542742574899e-05,,1,8.095236971408834,48.0780273717353
job_022,gpu_restricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,10,1,0.0003683153148991378,G2,1,7.822585784411079,53.66811361346723
job_030,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,11,2,0.00022908293957983998,,1,8.39615635325186,49.98484174534237
job_039,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,11,1,6.963880717300634e-05,,1,8.968819358899765,51.70644806583866
job_044,gpu_restricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,11,1,6.861865040512971e-05,T4,1,6.460048344605422,47.34209971565228
job_045,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,11,2,0.00025425504719741877,,1,7.077119655521746,39.10326958031507
job_046,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,11,1,6.811065404449426e-05,,1,7.840788912569764,40.72606668779099
job_008,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,12,3,0.0004501872969850238,,2,12.88314924871033,78.29074240202918
job_011,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,12,4,0.00024901783799434517,,1,7.916631574403047,48.402227257545604
job_042,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,12,2,0.00031594135827187015,,1,8.472384198750191,52.395912023061626
job_023,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,13,3,0.00024366483993379622,,1,7.155296429241596,48.99414906294611
job_017,gpu_unrestricted,combinatorial_difficulty,cluster_p100,small_gpu_type_pool,P100,14,2,0.00024231853316555562,,1,9.166103600554553,56.961299304947616
job_019,gpu_unrestricted,combinatorial_difficulty,cluster_t4,small_gpu_type_pool,T4,14,2,6.63667529815417e-05,,1,6.80500003709278,49.50976944644272
job_036,gpu_unrestricted,combinatorial_difficulty,cluster_v100m32,small_gpu_type_pool,V100M32,14,2,0.00025095920453431834,,1,8.755632808755289,41.05513517065854
job_018,gpu_unrestricted,combinatorial_difficulty,cluster_g2,small_gpu_type_pool,G2,15,1,0.0007949756623557327,,3,19.623727841710206,119.25268089545821
